PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;SOORT DIPLOMA;GESLACHT;2014;2015;2016;2017;2018
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35201;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Aardrijkskunde;voltijd onderwijs;hbo bachelor;vrouw;2;8;6;8;5
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35202;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie;deeltijd onderwijs;hbo bachelor;man;7;11;2;6;3
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35202;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie;deeltijd onderwijs;hbo bachelor;vrouw;4;0;5;2;4
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35202;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie;voltijd onderwijs;hbo bachelor;man;9;7;6;14;7
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35202;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie;voltijd onderwijs;hbo bachelor;vrouw;2;5;7;3;6
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35203;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Bedrijfseconomie;deeltijd onderwijs;hbo bachelor;man;4;2;6;4;3
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35203;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Bedrijfseconomie;deeltijd onderwijs;hbo bachelor;vrouw;4;4;4;4;1
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35203;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Bedrijfseconomie;voltijd onderwijs;hbo bachelor;man;4;10;10;10;6
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35203;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Bedrijfseconomie;voltijd onderwijs;hbo bachelor;vrouw;5;7;4;7;4
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35204;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Pedagogiek;deeltijd onderwijs;hbo bachelor;man;0;0;1;0;1
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35204;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Pedagogiek;deeltijd onderwijs;hbo bachelor;vrouw;2;4;9;7;9
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;deeltijd onderwijs;hbo bachelor;man;9;17;34;20;15
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;deeltijd onderwijs;hbo bachelor;vrouw;15;28;44;24;24
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;voltijd onderwijs;hbo bachelor;man;8;5;11;9;5
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;voltijd onderwijs;hbo bachelor;vrouw;9;7;6;10;9
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35254;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Techniek;deeltijd onderwijs;hbo bachelor;man;1;4;5;3;4
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35254;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Techniek;deeltijd onderwijs;hbo bachelor;vrouw;0;0;0;2;0
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35254;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Techniek;voltijd onderwijs;hbo bachelor;man;0;1;0;0;0
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35255;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Spaans;deeltijd onderwijs;hbo bachelor;man;1;0;1;0;1
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35255;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Spaans;deeltijd onderwijs;hbo bachelor;vrouw;2;11;6;1;5
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35255;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Spaans;voltijd onderwijs;hbo bachelor;man;3;1;2;1;1
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35255;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Spaans;voltijd onderwijs;hbo bachelor;vrouw;7;13;5;9;5
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35261;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde;deeltijd onderwijs;hbo bachelor;man;4;6;15;12;9
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35261;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde;deeltijd onderwijs;hbo bachelor;vrouw;1;0;5;1;3
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35261;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde;voltijd onderwijs;hbo bachelor;man;5;0;4;7;4
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35261;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde;voltijd onderwijs;hbo bachelor;vrouw;1;0;2;0;0
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35301;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie;deeltijd onderwijs;hbo bachelor;man;2;4;2;5;12
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35301;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie;deeltijd onderwijs;hbo bachelor;vrouw;10;5;7;12;11
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35301;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie;voltijd onderwijs;hbo bachelor;man;4;6;13;15;8
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35301;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie;voltijd onderwijs;hbo bachelor;vrouw;7;11;6;10;11
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35388;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn;deeltijd onderwijs;hbo bachelor;man;2;1;0;2;1
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35388;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn;deeltijd onderwijs;hbo bachelor;vrouw;16;13;24;18;15
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35388;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn;voltijd onderwijs;hbo bachelor;man;0;0;3;0;1
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35388;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn;voltijd onderwijs;hbo bachelor;vrouw;11;10;15;17;11
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35411;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Maatschappijleer;deeltijd onderwijs;hbo bachelor;man;4;8;15;6;11
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35411;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Maatschappijleer;deeltijd onderwijs;hbo bachelor;vrouw;7;1;8;7;9
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35411;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Maatschappijleer;voltijd onderwijs;hbo bachelor;man;8;8;5;4;10
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35411;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Maatschappijleer;voltijd onderwijs;hbo bachelor;vrouw;11;8;7;5;8
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35421;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in omgangskunde;deeltijd onderwijs;hbo bachelor;man;6;3;5;4;7
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35421;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in omgangskunde;deeltijd onderwijs;hbo bachelor;vrouw;10;15;12;5;10
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35421;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in omgangskunde;voltijd onderwijs;hbo bachelor;man;4;3;8;2;6
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35421;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in omgangskunde;voltijd onderwijs;hbo bachelor;vrouw;24;35;36;27;19
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35441;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Godsdienst;deeltijd onderwijs;hbo bachelor;man;0;0;3;1;0
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35441;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Godsdienst;deeltijd onderwijs;hbo bachelor;vrouw;1;1;1;2;2
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35441;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Godsdienst;voltijd onderwijs;hbo bachelor;man;1;1;4;1;1
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35441;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Godsdienst;voltijd onderwijs;hbo bachelor;vrouw;2;1;3;0;1
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);49248;M Toetsdeskundige;deeltijd onderwijs;hbo master;man;0;0;0;4;5
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);49248;M Toetsdeskundige;deeltijd onderwijs;hbo master;vrouw;0;0;0;5;14
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45262;M Leraar Engels;deeltijd onderwijs;hbo master;man;8;4;5;2;2
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45262;M Leraar Engels;deeltijd onderwijs;hbo master;vrouw;6;7;18;8;7
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45263;M Leraar Wiskunde;deeltijd onderwijs;hbo master;man;6;10;7;9;6
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45263;M Leraar Wiskunde;deeltijd onderwijs;hbo master;vrouw;4;10;7;6;4
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45264;M Leraar Aardrijkskunde;deeltijd onderwijs;hbo master;man;8;8;8;10;12
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45264;M Leraar Aardrijkskunde;deeltijd onderwijs;hbo master;vrouw;5;3;1;4;1
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45265;M Leraar Duits;deeltijd onderwijs;hbo master;man;2;0;1;2;2
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45265;M Leraar Duits;deeltijd onderwijs;hbo master;vrouw;5;9;5;13;6
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45266;M Leraar Frans;deeltijd onderwijs;hbo master;man;0;2;0;1;0
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45266;M Leraar Frans;deeltijd onderwijs;hbo master;vrouw;7;5;5;3;1
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45267;M Leraar Geschiedenis;deeltijd onderwijs;hbo master;man;14;14;12;10;6
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45267;M Leraar Geschiedenis;deeltijd onderwijs;hbo master;vrouw;4;7;5;3;0
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45268;M Leraar Maatschappijleer;deeltijd onderwijs;hbo master;man;4;3;6;7;6
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45268;M Leraar Maatschappijleer;deeltijd onderwijs;hbo master;vrouw;0;5;1;3;3
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45269;M Leraar Nederlands;deeltijd onderwijs;hbo master;man;3;5;5;6;2
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45269;M Leraar Nederlands;deeltijd onderwijs;hbo master;vrouw;15;13;13;8;6
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45271;M Leraar Bedrijfseconomie;deeltijd onderwijs;hbo master;man;5;8;10;6;7
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45271;M Leraar Bedrijfseconomie;deeltijd onderwijs;hbo master;vrouw;3;2;3;3;5
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45272;M Leraar Natuurkunde;deeltijd onderwijs;hbo master;man;5;6;9;11;9
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45272;M Leraar Natuurkunde;deeltijd onderwijs;hbo master;vrouw;1;1;1;1;1
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45273;M Leraar Scheikunde;deeltijd onderwijs;hbo master;man;6;9;7;11;10
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45273;M Leraar Scheikunde;deeltijd onderwijs;hbo master;vrouw;6;3;3;8;3
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45274;M Leraar Godsdienst;deeltijd onderwijs;hbo master;man;2;0;0;0;0
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45274;M Leraar Godsdienst;deeltijd onderwijs;hbo master;vrouw;3;0;2;2;3
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45275;M Leraar Algemene Economie;deeltijd onderwijs;hbo master;man;6;16;10;13;9
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45275;M Leraar Algemene Economie;deeltijd onderwijs;hbo master;vrouw;5;4;5;6;3
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45279;M Leraar Biologie;deeltijd onderwijs;hbo master;man;4;5;11;4;2
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45279;M Leraar Biologie;deeltijd onderwijs;hbo master;vrouw;8;7;6;3;6
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;taal en cultuur;opleidingen op het gebied van de kunst;30014;B Circus and Performance Art;voltijd onderwijs;hbo bachelor;man;5;6;8;5;8
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;taal en cultuur;opleidingen op het gebied van de kunst;30014;B Circus and Performance Art;voltijd onderwijs;hbo bachelor;vrouw;5;3;8;5;7
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;taal en cultuur;opleidingen op het gebied van de kunst;34739;B Muziek;voltijd onderwijs;hbo bachelor;man;42;48;53;38;35
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;taal en cultuur;opleidingen op het gebied van de kunst;34739;B Muziek;voltijd onderwijs;hbo bachelor;vrouw;36;32;36;20;37
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;taal en cultuur;opleidingen op het gebied van de kunst;34798;B Dans;voltijd onderwijs;hbo bachelor;man;10;11;9;11;8
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;taal en cultuur;opleidingen op het gebied van de kunst;34798;B Dans;voltijd onderwijs;hbo bachelor;vrouw;33;30;39;27;20
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;taal en cultuur;opleidingen op het gebied van de kunst;39111;B Vormgeving;voltijd onderwijs;hbo bachelor;man;5;5;3;4;6
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;taal en cultuur;opleidingen op het gebied van de kunst;39111;B Vormgeving;voltijd onderwijs;hbo bachelor;vrouw;13;11;17;11;12
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;taal en cultuur;opleidingen voortgezette bouwkunst;44336;M Architectuur;deeltijd onderwijs;hbo master;man;8;9;3;4;4
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;taal en cultuur;opleidingen voortgezette bouwkunst;44336;M Architectuur;deeltijd onderwijs;hbo master;vrouw;2;2;1;0;2
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;taal en cultuur;opleidingen voortgezette bouwkunst;44336;M Architectuur;voltijd onderwijs;hbo master;man;0;0;1;0;4
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;taal en cultuur;opleidingen voortgezette bouwkunst;44336;M Architectuur;voltijd onderwijs;hbo master;vrouw;0;0;2;0;5
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;taal en cultuur;opleidingen voortgezette bouwkunst;44338;M Stedenbouw;deeltijd onderwijs;hbo master;man;1;1;0;3;0
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;taal en cultuur;opleidingen voortgezette bouwkunst;44338;M Stedenbouw;voltijd onderwijs;hbo master;man;0;0;0;0;1
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;taal en cultuur;opleidingen voortgezette bouwkunst;44338;M Stedenbouw;voltijd onderwijs;hbo master;vrouw;0;1;0;0;0
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;taal en cultuur;voortgezette kunstopleidingen;44739;M Muziek;voltijd onderwijs;hbo master;man;19;13;18;17;22
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;taal en cultuur;voortgezette kunstopleidingen;44739;M Muziek;voltijd onderwijs;hbo master;vrouw;20;21;14;19;34
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;taal en cultuur;voortgezette kunstopleidingen;49284;M Performing Public Space;voltijd onderwijs;hbo master;man;0;0;0;2;0
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;taal en cultuur;voortgezette kunstopleidingen;49284;M Performing Public Space;voltijd onderwijs;hbo master;vrouw;0;0;0;10;10
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;taal en cultuur;voortgezette kunstopleidingen;49502;M Master Choreografie (joint degree);deeltijd onderwijs;hbo master;man;0;0;0;0;5
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;taal en cultuur;voortgezette kunstopleidingen;49502;M Master Choreografie (joint degree);deeltijd onderwijs;hbo master;vrouw;0;0;0;0;6
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;techniek;n.v.t. (techniek);30020;B HBO-ICT;voltijd onderwijs;hbo bachelor;man;1;17;13;26;39
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;techniek;n.v.t. (techniek);30020;B HBO-ICT;voltijd onderwijs;hbo bachelor;vrouw;0;0;0;0;4
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;techniek;n.v.t. (techniek);34421;B Technische Bedrijfskunde;voltijd onderwijs;hbo bachelor;man;15;29;20;24;21
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;techniek;n.v.t. (techniek);34421;B Technische Bedrijfskunde;voltijd onderwijs;hbo bachelor;vrouw;6;7;9;9;10
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;techniek;n.v.t. (techniek);35168;B Toegepaste Wiskunde;voltijd onderwijs;hbo bachelor;man;2;5;8;8;11
Noord-Brabant;0855;Tilburg;reguliere inst.;30GB;Fontys Hogescholen;techniek;n.v.t. (techniek);35168;B Toegepaste Wiskunde;voltijd onderwijs;hbo bachelor;vrouw;3;4;10;12;9
Noord-Brabant;1948;Meierijstad;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;hbo bachelor;man;7;10;5;7;6
Noord-Brabant;1948;Meierijstad;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;hbo bachelor;vrouw;20;16;35;25;20
Noord-Holland;0361;Alkmaar;reguliere inst.;21UG;Hogeschool IPABO Amsterdam Alkmaar;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;hbo bachelor;man;2;9;4;12;7
Noord-Holland;0361;Alkmaar;reguliere inst.;21UG;Hogeschool IPABO Amsterdam Alkmaar;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;hbo bachelor;vrouw;62;86;63;60;70
Noord-Holland;0361;Alkmaar;reguliere inst.;21UG;Hogeschool IPABO Amsterdam Alkmaar;onderwijs;leraar basisonderwijs;80142;Ad Pedagogisch Educatief Professional;deeltijd onderwijs;hbo associate degree;vrouw;0;0;0;1;16
Noord-Holland;0361;Alkmaar;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34145;B Business Studies;deeltijd onderwijs;hbo bachelor;man;5;2;2;2;0
Noord-Holland;0361;Alkmaar;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34145;B Business Studies;deeltijd onderwijs;hbo bachelor;vrouw;6;4;4;0;0
Noord-Holland;0361;Alkmaar;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34145;B Business Studies;duaal onderwijs;hbo bachelor;man;2;2;0;0;0
Noord-Holland;0361;Alkmaar;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34145;B Business Studies;voltijd onderwijs;hbo bachelor;man;112;70;72;140;48
Noord-Holland;0361;Alkmaar;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34145;B Business Studies;voltijd onderwijs;hbo bachelor;vrouw;45;39;41;48;19
Noord-Holland;0361;Alkmaar;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34406;B Accountancy;voltijd onderwijs;hbo bachelor;man;11;10;18;23;24
Noord-Holland;0361;Alkmaar;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34406;B Accountancy;voltijd onderwijs;hbo bachelor;vrouw;2;2;5;9;16
