PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;SOORT DIPLOMA;GESLACHT;2014;2015;2016;2017;2018
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);39205;B HBO - Rechten;deeltijd onderwijs;hbo bachelor;man;6;5;2;8;3
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);39205;B HBO - Rechten;deeltijd onderwijs;hbo bachelor;vrouw;10;9;4;11;5
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);39205;B HBO - Rechten;voltijd onderwijs;hbo bachelor;man;13;14;20;11;15
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);39205;B HBO - Rechten;voltijd onderwijs;hbo bachelor;vrouw;27;34;44;46;42
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);80008;Ad Accountancy;deeltijd onderwijs;hbo associate degree;man;9;3;3;0;1
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);80008;Ad Accountancy;deeltijd onderwijs;hbo associate degree;vrouw;5;7;2;1;2
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);80008;Ad Accountancy;duaal onderwijs;hbo associate degree;man;0;2;1;4;9
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);80008;Ad Accountancy;duaal onderwijs;hbo associate degree;vrouw;0;1;1;1;8
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);80008;Ad Accountancy;voltijd onderwijs;hbo associate degree;man;4;2;6;4;0
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);80008;Ad Accountancy;voltijd onderwijs;hbo associate degree;vrouw;4;7;4;1;0
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);80074;Ad Bedrijfskunde;deeltijd onderwijs;hbo associate degree;man;0;0;0;0;10
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);80074;Ad Bedrijfskunde;deeltijd onderwijs;hbo associate degree;vrouw;0;0;0;0;6
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);80074;Ad Bedrijfskunde;duaal onderwijs;hbo associate degree;man;0;0;0;0;1
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);80074;Ad Bedrijfskunde;duaal onderwijs;hbo associate degree;vrouw;0;0;0;0;1
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);80135;Ad Online Marketing en Sales;deeltijd onderwijs;hbo associate degree;vrouw;0;0;0;0;2
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);80135;Ad Online Marketing en Sales;duaal onderwijs;hbo associate degree;man;0;0;0;0;1
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);80135;Ad Online Marketing en Sales;duaal onderwijs;hbo associate degree;vrouw;0;0;0;0;1
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);80136;Ad Juridisch medewerker;deeltijd onderwijs;hbo associate degree;man;0;0;0;0;2
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);80149;Ad Logistics Management;deeltijd onderwijs;hbo associate degree;man;0;0;0;0;7
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);80149;Ad Logistics Management;deeltijd onderwijs;hbo associate degree;vrouw;0;0;0;0;3
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);80149;Ad Logistics Management;duaal onderwijs;hbo associate degree;vrouw;0;0;0;0;1
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;hbo bachelor;man;3;1;4;2;0
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;hbo bachelor;vrouw;11;6;2;5;4
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;hbo bachelor;man;22;10;20;14;23
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;hbo bachelor;vrouw;104;53;49;62;68
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);30018;B Automotive;deeltijd onderwijs;hbo bachelor;man;11;8;5;7;7
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);30018;B Automotive;voltijd onderwijs;hbo bachelor;man;119;96;99;120;95
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);30018;B Automotive;voltijd onderwijs;hbo bachelor;vrouw;1;3;2;1;2
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);30020;B HBO-ICT;deeltijd onderwijs;hbo bachelor;man;28;16;23;25;18
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);30020;B HBO-ICT;deeltijd onderwijs;hbo bachelor;vrouw;2;4;3;2;2
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);30020;B HBO-ICT;voltijd onderwijs;hbo bachelor;man;71;83;104;80;83
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);30020;B HBO-ICT;voltijd onderwijs;hbo bachelor;vrouw;17;14;11;3;3
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34092;B Communication and Multimedia Design;deeltijd onderwijs;hbo bachelor;man;9;16;5;7;6
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34092;B Communication and Multimedia Design;deeltijd onderwijs;hbo bachelor;vrouw;2;6;5;6;3
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34092;B Communication and Multimedia Design;voltijd onderwijs;hbo bachelor;man;82;92;106;125;108
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34092;B Communication and Multimedia Design;voltijd onderwijs;hbo bachelor;vrouw;30;34;45;64;61
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34263;B Bouwkunde;deeltijd onderwijs;hbo bachelor;man;11;16;8;13;9
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34263;B Bouwkunde;deeltijd onderwijs;hbo bachelor;vrouw;0;1;1;2;0
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34263;B Bouwkunde;duaal onderwijs;hbo bachelor;man;1;0;0;0;0
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34263;B Bouwkunde;voltijd onderwijs;hbo bachelor;man;63;68;58;55;57
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34263;B Bouwkunde;voltijd onderwijs;hbo bachelor;vrouw;8;9;14;18;23
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34267;B Elektrotechniek;deeltijd onderwijs;hbo bachelor;man;9;21;13;28;26
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34267;B Elektrotechniek;deeltijd onderwijs;hbo bachelor;vrouw;0;1;1;1;1
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34267;B Elektrotechniek;voltijd onderwijs;hbo bachelor;man;38;24;51;45;44
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34267;B Elektrotechniek;voltijd onderwijs;hbo bachelor;vrouw;0;1;3;5;4
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34279;B Civiele Techniek;deeltijd onderwijs;hbo bachelor;man;19;25;33;31;20
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34279;B Civiele Techniek;deeltijd onderwijs;hbo bachelor;vrouw;1;1;1;0;3
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34279;B Civiele Techniek;duaal onderwijs;hbo bachelor;man;2;0;0;1;0
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34279;B Civiele Techniek;voltijd onderwijs;hbo bachelor;man;40;46;51;65;70
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34279;B Civiele Techniek;voltijd onderwijs;hbo bachelor;vrouw;3;1;3;5;6
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;deeltijd onderwijs;hbo bachelor;man;14;10;14;18;18
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;deeltijd onderwijs;hbo bachelor;vrouw;0;0;0;0;1
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;voltijd onderwijs;hbo bachelor;man;28;37;54;44;44
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;voltijd onderwijs;hbo bachelor;vrouw;0;1;0;0;1
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34389;B Industrieel Product Ontwerpen;voltijd onderwijs;hbo bachelor;man;13;14;19;31;39
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34389;B Industrieel Product Ontwerpen;voltijd onderwijs;hbo bachelor;vrouw;13;8;20;18;25
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34421;B Technische Bedrijfskunde;deeltijd onderwijs;hbo bachelor;man;8;9;10;3;11
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34421;B Technische Bedrijfskunde;voltijd onderwijs;hbo bachelor;man;23;19;25;23;22
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34421;B Technische Bedrijfskunde;voltijd onderwijs;hbo bachelor;vrouw;0;1;1;1;0
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);49136;M Engineering Systems;deeltijd onderwijs;hbo master;man;0;0;0;12;5
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);49136;M Engineering Systems;deeltijd onderwijs;hbo master;vrouw;0;0;0;1;0
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);49136;M Engineering Systems;voltijd onderwijs;hbo master;man;0;0;1;37;31
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);49136;M Engineering Systems;voltijd onderwijs;hbo master;vrouw;0;0;0;0;1
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);80016;Ad Civiele Techniek Projectvoorbereiding en -realisatie;deeltijd onderwijs;hbo associate degree;man;9;16;11;10;18
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);80016;Ad Civiele Techniek Projectvoorbereiding en -realisatie;deeltijd onderwijs;hbo associate degree;vrouw;1;0;2;1;1
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);80016;Ad Civiele Techniek Projectvoorbereiding en -realisatie;duaal onderwijs;hbo associate degree;man;1;0;0;0;0
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);80042;Ad Civiele Techniek Directievoering;deeltijd onderwijs;hbo associate degree;man;0;0;0;3;0
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);80076;Ad Constructeur Werktuigbouwkunde;deeltijd onderwijs;hbo associate degree;man;1;1;4;3;3
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);80076;Ad Constructeur Werktuigbouwkunde;deeltijd onderwijs;hbo associate degree;vrouw;0;0;0;1;0
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);80077;Ad Systeemspecialist Automotive;deeltijd onderwijs;hbo associate degree;man;1;3;3;6;2
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);80123;Ad Elektrotechniek/Energietechniek;deeltijd onderwijs;hbo associate degree;man;0;0;1;0;1
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);80123;Ad Elektrotechniek/Energietechniek;deeltijd onderwijs;hbo associate degree;vrouw;0;0;0;1;0
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);80124;Ad Elektrotechniek/Embedded Systems Engineering;deeltijd onderwijs;hbo associate degree;man;0;0;0;1;0
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);80125;Ad Bouwtechnisch Medewerker;deeltijd onderwijs;hbo associate degree;man;0;0;1;2;2
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);80125;Ad Bouwtechnisch Medewerker;deeltijd onderwijs;hbo associate degree;vrouw;0;0;1;1;2
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;onderwijs;lerarenopleidingen op het gebied van de kunst;34745;B Docent Theater;voltijd onderwijs;hbo bachelor;man;2;4;6;6;2
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;onderwijs;lerarenopleidingen op het gebied van de kunst;34745;B Docent Theater;voltijd onderwijs;hbo bachelor;vrouw;20;13;10;16;13
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;onderwijs;lerarenopleidingen op het gebied van de kunst;34940;B Docent Dans;voltijd onderwijs;hbo bachelor;man;1;0;0;1;0
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;onderwijs;lerarenopleidingen op het gebied van de kunst;34940;B Docent Dans;voltijd onderwijs;hbo bachelor;vrouw;18;16;20;16;15
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;onderwijs;lerarenopleidingen op het gebied van de kunst;39100;B Docent Beeldende Kunst en Vormgeving;deeltijd onderwijs;hbo bachelor;man;0;0;2;4;4
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;onderwijs;lerarenopleidingen op het gebied van de kunst;39100;B Docent Beeldende Kunst en Vormgeving;deeltijd onderwijs;hbo bachelor;vrouw;9;14;12;11;15
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;onderwijs;lerarenopleidingen op het gebied van de kunst;39100;B Docent Beeldende Kunst en Vormgeving;voltijd onderwijs;hbo bachelor;man;2;3;6;4;4
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;onderwijs;lerarenopleidingen op het gebied van de kunst;39100;B Docent Beeldende Kunst en Vormgeving;voltijd onderwijs;hbo bachelor;vrouw;33;29;15;22;26
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;opleidingen op het gebied van de kunst;34739;B Muziek;voltijd onderwijs;hbo bachelor;man;27;15;27;19;19
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;opleidingen op het gebied van de kunst;34739;B Muziek;voltijd onderwijs;hbo bachelor;vrouw;11;14;17;11;9
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;opleidingen op het gebied van de kunst;34798;B Dans;voltijd onderwijs;hbo bachelor;man;5;4;9;3;7
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;opleidingen op het gebied van de kunst;34798;B Dans;voltijd onderwijs;hbo bachelor;vrouw;11;14;6;10;16
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;opleidingen op het gebied van de kunst;34860;B Theater;voltijd onderwijs;hbo bachelor;man;2;1;6;6;5
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;opleidingen op het gebied van de kunst;34860;B Theater;voltijd onderwijs;hbo bachelor;vrouw;6;5;3;2;5
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;opleidingen op het gebied van de kunst;39110;B Autonome Beeldende Kunst;voltijd onderwijs;hbo bachelor;man;10;12;11;9;4
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;opleidingen op het gebied van de kunst;39110;B Autonome Beeldende Kunst;voltijd onderwijs;hbo bachelor;vrouw;25;17;19;16;18
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;opleidingen op het gebied van de kunst;39111;B Vormgeving;deeltijd onderwijs;hbo bachelor;man;2;4;0;0;0
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;opleidingen op het gebied van de kunst;39111;B Vormgeving;deeltijd onderwijs;hbo bachelor;vrouw;1;3;0;0;0
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;opleidingen op het gebied van de kunst;39111;B Vormgeving;voltijd onderwijs;hbo bachelor;man;18;22;19;20;22
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;opleidingen op het gebied van de kunst;39111;B Vormgeving;voltijd onderwijs;hbo bachelor;vrouw;52;51;51;43;56
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;opleidingen voortgezette bouwkunst;44336;M Architectuur;deeltijd onderwijs;hbo master;man;7;6;5;2;9
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;opleidingen voortgezette bouwkunst;44336;M Architectuur;deeltijd onderwijs;hbo master;vrouw;2;3;0;1;1
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;voortgezette kunstopleidingen;44739;M Muziek;voltijd onderwijs;hbo master;man;5;2;5;0;4
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;voortgezette kunstopleidingen;44739;M Muziek;voltijd onderwijs;hbo master;vrouw;0;0;2;4;2
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;voortgezette kunstopleidingen;49114;M Master of Arts in Fine Art and Design;voltijd onderwijs;hbo master;man;10;9;12;13;7
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;voortgezette kunstopleidingen;49114;M Master of Arts in Fine Art and Design;voltijd onderwijs;hbo master;vrouw;36;24;34;27;28
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;voortgezette kunstopleidingen;49125;M Theatre Practices;voltijd onderwijs;hbo master;man;0;0;0;1;4
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;voortgezette kunstopleidingen;49125;M Theatre Practices;voltijd onderwijs;hbo master;vrouw;0;2;0;5;4
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;voortgezette kunstopleidingen;49238;M Interieurarchitectuur;voltijd onderwijs;hbo master;man;1;2;0;1;1
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;voortgezette kunstopleidingen;49238;M Interieurarchitectuur;voltijd onderwijs;hbo master;vrouw;4;4;3;2;9
Gelderland;0222;Doetinchem;reguliere inst.;09OT;Iselinge Hogeschool;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;hbo bachelor;man;0;3;3;2;3
Gelderland;0222;Doetinchem;reguliere inst.;09OT;Iselinge Hogeschool;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;hbo bachelor;vrouw;7;3;6;6;11
Gelderland;0222;Doetinchem;reguliere inst.;09OT;Iselinge Hogeschool;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;duaal onderwijs;hbo bachelor;man;2;0;0;0;0
Gelderland;0222;Doetinchem;reguliere inst.;09OT;Iselinge Hogeschool;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;hbo bachelor;man;12;11;13;15;8
Gelderland;0222;Doetinchem;reguliere inst.;09OT;Iselinge Hogeschool;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;hbo bachelor;vrouw;58;63;45;57;46
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;economie;n.v.t. (economie);34035;B Bedrijfskunde;voltijd onderwijs;hbo bachelor;man;38;36;28;51;39
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;economie;n.v.t. (economie);34035;B Bedrijfskunde;voltijd onderwijs;hbo bachelor;vrouw;14;10;11;22;22
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;economie;n.v.t. (economie);34405;B Communicatie;voltijd onderwijs;hbo bachelor;man;25;19;19;8;18
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;economie;n.v.t. (economie);34405;B Communicatie;voltijd onderwijs;hbo bachelor;vrouw;40;28;35;46;28
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;economie;n.v.t. (economie);34609;B Human Resource Management;voltijd onderwijs;hbo bachelor;man;10;13;11;12;14
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;economie;n.v.t. (economie);34609;B Human Resource Management;voltijd onderwijs;hbo bachelor;vrouw;19;29;28;34;21
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;economie;n.v.t. (economie);34686;B Journalistiek;voltijd onderwijs;hbo bachelor;man;19;15;17;12;14
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;economie;n.v.t. (economie);34686;B Journalistiek;voltijd onderwijs;hbo bachelor;vrouw;19;25;27;16;16
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;deeltijd onderwijs;hbo bachelor;man;13;10;22;12;6
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;deeltijd onderwijs;hbo bachelor;vrouw;45;44;50;44;31
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;duaal onderwijs;hbo bachelor;man;1;0;0;0;1
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;duaal onderwijs;hbo bachelor;vrouw;4;10;10;6;1
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;voltijd onderwijs;hbo bachelor;man;31;30;35;30;25
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;voltijd onderwijs;hbo bachelor;vrouw;184;158;178;166;137
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35146;B Theologie;deeltijd onderwijs;hbo bachelor;man;24;19;19;14;14
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35146;B Theologie;deeltijd onderwijs;hbo bachelor;vrouw;7;14;14;10;8
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35146;B Theologie;voltijd onderwijs;hbo bachelor;man;11;10;14;5;8
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35146;B Theologie;voltijd onderwijs;hbo bachelor;vrouw;6;10;12;13;5
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);80120;Ad Sociaal Werk in de Zorg;duaal onderwijs;hbo associate degree;man;0;0;0;2;4
