PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;TYPE HOGER ONDERWIJS;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;GESLACHT;2015;2016;2017;2018;2019
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60050;M Culture, Organization and Management;voltijd onderwijs;vrouw;63;50;54;46;60
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60052;M Beleid, Communicatie en Organisatie;voltijd onderwijs;man;75;74;69;69;73
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60052;M Beleid, Communicatie en Organisatie;voltijd onderwijs;vrouw;132;90;106;95;117
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60053;M Social Psychology: Regulation of Social Behaviour (research);voltijd onderwijs;man;9;8;4;3;4
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60053;M Social Psychology: Regulation of Social Behaviour (research);voltijd onderwijs;vrouw;8;13;19;11;11
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60203;M Political Science;voltijd onderwijs;man;13;21;27;24;23
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60203;M Political Science;voltijd onderwijs;vrouw;18;17;22;29;26
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60260;M Psychologie;voltijd onderwijs;man;35;41;46;32;37
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60260;M Psychologie;voltijd onderwijs;vrouw;192;203;207;155;137
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60510;M Cognitive Neuropsychology (research);voltijd onderwijs;man;8;7;7;6;2
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60510;M Cognitive Neuropsychology (research);voltijd onderwijs;vrouw;19;33;17;12;12
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60513;M Clinical and Developmental Psychopathology (research);voltijd onderwijs;man;2;1;2;1;2
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60513;M Clinical and Developmental Psychopathology (research);voltijd onderwijs;vrouw;13;12;11;14;13
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);65008;M Business in Society (research) (joint degree);voltijd onderwijs;man;0;0;0;0;2
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);65008;M Business in Society (research) (joint degree);voltijd onderwijs;vrouw;0;0;0;0;3
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66469;M Criminologie;deeltijd onderwijs;man;2;1;2;0;1
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66469;M Criminologie;deeltijd onderwijs;vrouw;0;0;1;0;1
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66469;M Criminologie;voltijd onderwijs;man;33;16;23;25;18
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66469;M Criminologie;voltijd onderwijs;vrouw;113;71;96;83;94
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66601;M Sociologie;voltijd onderwijs;man;6;9;10;11;12
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66601;M Sociologie;voltijd onderwijs;vrouw;15;19;22;20;26
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66607;M Pedagogische Wetenschappen;deeltijd onderwijs;man;1;2;0;0;2
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66607;M Pedagogische Wetenschappen;deeltijd onderwijs;vrouw;9;8;6;12;12
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66607;M Pedagogische Wetenschappen;voltijd onderwijs;man;7;4;7;7;4
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66607;M Pedagogische Wetenschappen;voltijd onderwijs;vrouw;87;71;67;86;84
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66615;M Communicatiewetenschap;voltijd onderwijs;man;32;36;30;19;19
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66615;M Communicatiewetenschap;voltijd onderwijs;vrouw;143;105;107;115;86
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66627;M Bestuurskunde;deeltijd onderwijs;man;19;21;19;20;15
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66627;M Bestuurskunde;deeltijd onderwijs;vrouw;12;17;8;11;24
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66627;M Bestuurskunde;voltijd onderwijs;man;18;27;42;29;39
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66627;M Bestuurskunde;voltijd onderwijs;vrouw;28;30;37;49;35
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);69324;M Genes in Behaviour and Health (research);voltijd onderwijs;man;0;0;0;1;2
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);69324;M Genes in Behaviour and Health (research);voltijd onderwijs;vrouw;0;0;0;8;7
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);69333;M Societal Resilience (research);voltijd onderwijs;man;0;0;0;0;2
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);69333;M Societal Resilience (research);voltijd onderwijs;vrouw;0;0;0;0;5
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);60811;M Oncology;voltijd onderwijs;man;4;5;8;8;7
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);60811;M Oncology;voltijd onderwijs;vrouw;22;15;25;29;19
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);60812;M Human Movement Sciences: Sport, Exercise and Health (research);voltijd onderwijs;man;6;6;8;9;5
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);60812;M Human Movement Sciences: Sport, Exercise and Health (research);voltijd onderwijs;vrouw;6;10;6;9;11
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);66551;M Geneeskunde;voltijd onderwijs;man;151;64;96;101;101
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);66551;M Geneeskunde;voltijd onderwijs;vrouw;265;145;204;252;237
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);66586;M Cardiovascular Research (research);voltijd onderwijs;man;1;3;2;2;2
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);66586;M Cardiovascular Research (research);voltijd onderwijs;vrouw;10;9;11;16;10
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);66588;M Tandheelkunde;voltijd onderwijs;man;17;19;25;17;25
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);66588;M Tandheelkunde;voltijd onderwijs;vrouw;37;36;45;39;47
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);66851;M Health Sciences;voltijd onderwijs;man;16;20;19;20;16
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);66851;M Health Sciences;voltijd onderwijs;vrouw;129;116;123;120;109
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);66903;M Global Health (research);voltijd onderwijs;man;1;3;4;1;3
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);66903;M Global Health (research);voltijd onderwijs;vrouw;12;15;23;21;23
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);66950;M Human Movement Sciences: Sport, Exercise and Health;voltijd onderwijs;man;52;67;62;66;43
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);66950;M Human Movement Sciences: Sport, Exercise and Health;voltijd onderwijs;vrouw;63;80;77;64;72
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);66990;M Biomedical Sciences;voltijd onderwijs;man;7;5;10;12;13
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);66990;M Biomedical Sciences;voltijd onderwijs;vrouw;18;13;27;32;24
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);69317;M Musculoskeletal Physiotherapy Sciences;voltijd onderwijs;man;3;4;6;14;20
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);69317;M Musculoskeletal Physiotherapy Sciences;voltijd onderwijs;vrouw;5;5;5;20;11
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);60106;M Bioinformatics;voltijd onderwijs;man;12;17;21;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);60106;M Bioinformatics;voltijd onderwijs;vrouw;7;10;12;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);60202;M Physics;voltijd onderwijs;man;19;1;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);60202;M Physics;voltijd onderwijs;vrouw;2;0;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);60255;M Information Sciences;voltijd onderwijs;man;44;26;25;26;35
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);60255;M Information Sciences;voltijd onderwijs;vrouw;7;14;13;20;11
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);60300;M Computer Science;voltijd onderwijs;man;33;1;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);60300;M Computer Science;voltijd onderwijs;vrouw;5;0;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);60607;M Ecology;voltijd onderwijs;man;6;5;3;6;14
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);60607;M Ecology;voltijd onderwijs;vrouw;8;4;5;7;11
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);60616;M Biomolecular Sciences;voltijd onderwijs;man;12;12;13;18;11
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);60616;M Biomolecular Sciences;voltijd onderwijs;vrouw;16;20;23;21;23
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);60800;M Biomedical Technology and Physics;voltijd onderwijs;man;7;10;7;4;5
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);60800;M Biomedical Technology and Physics;voltijd onderwijs;vrouw;10;4;11;6;8
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);60801;M Stochastics and Financial Mathematics;voltijd onderwijs;man;1;2;5;2;1
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);60801;M Stochastics and Financial Mathematics;voltijd onderwijs;vrouw;1;3;3;0;2
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);60802;M Parallel and Distributed Computer Systems;voltijd onderwijs;man;4;7;9;4;4
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);60802;M Parallel and Distributed Computer Systems;voltijd onderwijs;vrouw;1;7;2;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);60803;M Management, Policy Analysis and Entrepreneurship in the Health and Life Sciences;voltijd onderwijs;man;21;23;26;28;23
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);60803;M Management, Policy Analysis and Entrepreneurship in the Health and Life Sciences;voltijd onderwijs;vrouw;62;70;73;74;65
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);60806;M Neurosciences (research);voltijd onderwijs;man;7;14;18;16;13
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);60806;M Neurosciences (research);voltijd onderwijs;vrouw;32;38;34;27;35
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);60807;M Hydrology;voltijd onderwijs;man;8;18;21;20;17
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);60807;M Hydrology;voltijd onderwijs;vrouw;2;5;7;7;7
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);65012;M Chemistry (joint degree);voltijd onderwijs;man;0;17;1;3;2
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);65012;M Chemistry (joint degree);voltijd onderwijs;vrouw;0;16;5;1;2
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);65014;M Computer Science (joint degree);voltijd onderwijs;man;0;46;35;30;53
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);65014;M Computer Science (joint degree);voltijd onderwijs;vrouw;0;5;2;8;18
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);65015;M Computational Science (joint degree);voltijd onderwijs;man;0;0;0;2;1
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);65016;M Physics and Astronomy (joint degree);voltijd onderwijs;man;0;6;8;0;1
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);65016;M Physics and Astronomy (joint degree);voltijd onderwijs;vrouw;0;2;0;0;1
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);65020;M Bioinformatics and Systems Biology (joint degree);voltijd onderwijs;man;0;0;0;14;29
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);65020;M Bioinformatics and Systems Biology (joint degree);voltijd onderwijs;vrouw;0;0;0;7;18
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);66856;M Business Analytics;duaal onderwijs;man;4;11;21;8;13
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);66856;M Business Analytics;duaal onderwijs;vrouw;3;7;6;5;8
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);66856;M Business Analytics;voltijd onderwijs;man;17;24;24;38;24
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);66856;M Business Analytics;voltijd onderwijs;vrouw;9;16;15;11;20
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);66857;M Chemistry;voltijd onderwijs;man;22;2;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);66857;M Chemistry;voltijd onderwijs;vrouw;6;1;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);66980;M Mathematics;deeltijd onderwijs;man;2;0;0;0;1
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);66980;M Mathematics;deeltijd onderwijs;vrouw;0;0;0;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);66980;M Mathematics;voltijd onderwijs;man;4;8;3;12;4
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);66980;M Mathematics;voltijd onderwijs;vrouw;2;2;4;1;4
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);66981;M Artificial Intelligence;voltijd onderwijs;man;15;15;22;29;41
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);66981;M Artificial Intelligence;voltijd onderwijs;vrouw;13;8;19;20;25
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);66986;M Earth Sciences;voltijd onderwijs;man;33;16;17;32;33
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);66986;M Earth Sciences;voltijd onderwijs;vrouw;9;13;18;13;25
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);66989;M Drug Discovery and Safety;voltijd onderwijs;man;17;17;21;16;18
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);66989;M Drug Discovery and Safety;voltijd onderwijs;vrouw;18;19;25;34;22
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);69320;M Science, Business and Innovation;voltijd onderwijs;man;0;0;28;33;30
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);69320;M Science, Business and Innovation;voltijd onderwijs;vrouw;0;0;6;6;8
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);60072;M International Business Law;voltijd onderwijs;man;12;10;9;7;13
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);60072;M International Business Law;voltijd onderwijs;vrouw;27;23;28;23;34
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);60084;M Rechtsgeleerdheid;deeltijd onderwijs;man;4;1;7;4;5
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);60084;M Rechtsgeleerdheid;deeltijd onderwijs;vrouw;12;6;13;12;9
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);60084;M Rechtsgeleerdheid;voltijd onderwijs;man;76;63;83;93;99
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);60084;M Rechtsgeleerdheid;voltijd onderwijs;vrouw;192;192;185;221;235
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);60408;M Ondernemingsrecht;voltijd onderwijs;man;17;25;16;16;10
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);60408;M Ondernemingsrecht;voltijd onderwijs;vrouw;24;14;26;31;12
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);60685;M Law and Politics of International Security;voltijd onderwijs;man;9;11;11;9;8
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);60685;M Law and Politics of International Security;voltijd onderwijs;vrouw;21;17;17;22;18
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);66724;M International Crimes, Conflict and Criminology;voltijd onderwijs;man;3;3;4;11;2
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);66724;M International Crimes, Conflict and Criminology;voltijd onderwijs;vrouw;17;15;16;25;29
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);66827;M Fiscaal Recht;deeltijd onderwijs;man;2;2;0;0;4
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);66827;M Fiscaal Recht;deeltijd onderwijs;vrouw;0;0;0;0;1
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);66827;M Fiscaal Recht;voltijd onderwijs;man;26;31;36;24;36
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);66827;M Fiscaal Recht;voltijd onderwijs;vrouw;22;35;19;22;17
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);66828;M Notarieel Recht;voltijd onderwijs;man;4;5;8;5;5
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);66828;M Notarieel Recht;voltijd onderwijs;vrouw;11;10;8;12;11
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60039;M Oudheidstudies (research);voltijd onderwijs;man;3;1;2;0;1
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60039;M Oudheidstudies (research);voltijd onderwijs;vrouw;2;6;0;2;3
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60087;M Kunst- & cultuurwetenschappen;voltijd onderwijs;man;7;8;8;5;16
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60087;M Kunst- & cultuurwetenschappen;voltijd onderwijs;vrouw;37;27;30;39;37
