PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;TYPE HOGER ONDERWIJS;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;GESLACHT;2015;2016;2017;2018;2019
Limburg;0935;Maastricht;reguliere inst.;master;21PJ;Maastricht University;taal en cultuur;n.v.t. (taal en cultuur);60002;M European Studies on Society, Science and Technology;voltijd onderwijs;man;0;0;0;0;9
Limburg;0935;Maastricht;reguliere inst.;master;21PJ;Maastricht University;taal en cultuur;n.v.t. (taal en cultuur);60002;M European Studies on Society, Science and Technology;voltijd onderwijs;vrouw;0;0;0;0;9
Limburg;0935;Maastricht;reguliere inst.;master;21PJ;Maastricht University;taal en cultuur;n.v.t. (taal en cultuur);60087;M Kunst- & cultuurwetenschappen;voltijd onderwijs;man;14;14;19;11;17
Limburg;0935;Maastricht;reguliere inst.;master;21PJ;Maastricht University;taal en cultuur;n.v.t. (taal en cultuur);60087;M Kunst- & cultuurwetenschappen;voltijd onderwijs;vrouw;54;55;65;44;56
Limburg;0935;Maastricht;reguliere inst.;master;21PJ;Maastricht University;taal en cultuur;n.v.t. (taal en cultuur);60284;M Europese Studies;voltijd onderwijs;man;12;9;5;7;0
Limburg;0935;Maastricht;reguliere inst.;master;21PJ;Maastricht University;taal en cultuur;n.v.t. (taal en cultuur);60284;M Europese Studies;voltijd onderwijs;vrouw;8;11;12;14;0
Limburg;0935;Maastricht;reguliere inst.;master;21PJ;Maastricht University;taal en cultuur;n.v.t. (taal en cultuur);60829;M Kunst- & cultuurwetenschappen (research);voltijd onderwijs;man;2;3;5;1;2
Limburg;0935;Maastricht;reguliere inst.;master;21PJ;Maastricht University;taal en cultuur;n.v.t. (taal en cultuur);60829;M Kunst- & cultuurwetenschappen (research);voltijd onderwijs;vrouw;2;1;5;3;7
Limburg;0935;Maastricht;reguliere inst.;master;21PJ;Maastricht University;taal en cultuur;n.v.t. (taal en cultuur);60830;M Mediastudies;voltijd onderwijs;man;4;4;5;4;6
Limburg;0935;Maastricht;reguliere inst.;master;21PJ;Maastricht University;taal en cultuur;n.v.t. (taal en cultuur);60830;M Mediastudies;voltijd onderwijs;vrouw;14;11;14;16;30
Limburg;0983;Venlo;reguliere inst.;bachelor;21PJ;Maastricht University;sectoroverstijgend;sectoroverstijgend;50393;B Liberal Arts and Sciences;voltijd onderwijs;man;7;3;7;7;8
Limburg;0983;Venlo;reguliere inst.;bachelor;21PJ;Maastricht University;sectoroverstijgend;sectoroverstijgend;50393;B Liberal Arts and Sciences;voltijd onderwijs;vrouw;6;11;24;28;35
Limburg;0983;Venlo;reguliere inst.;master;21PJ;Maastricht University;economie;n.v.t. (economie);60445;M Global Supply Chain Management and Change;voltijd onderwijs;man;11;17;9;8;16
Limburg;0983;Venlo;reguliere inst.;master;21PJ;Maastricht University;economie;n.v.t. (economie);60445;M Global Supply Chain Management and Change;voltijd onderwijs;vrouw;14;9;11;9;20
Limburg;0983;Venlo;reguliere inst.;master;21PJ;Maastricht University;gezondheidszorg;n.v.t. (gezondheidszorg);60512;M Health Food Innovation Management;voltijd onderwijs;man;6;13;11;8;12
Limburg;0983;Venlo;reguliere inst.;master;21PJ;Maastricht University;gezondheidszorg;n.v.t. (gezondheidszorg);60512;M Health Food Innovation Management;voltijd onderwijs;vrouw;28;21;40;28;29
Limburg;1883;Sittard-Geleen;reguliere inst.;master;21PJ;Maastricht University;natuur;n.v.t. (natuur);60955;M Biobased Materials;voltijd onderwijs;man;2;6;9;6;11
Limburg;1883;Sittard-Geleen;reguliere inst.;master;21PJ;Maastricht University;natuur;n.v.t. (natuur);60955;M Biobased Materials;voltijd onderwijs;vrouw;4;2;3;9;5
Noord-Brabant;0758;Breda;reguliere inst.;bachelor;21PI;Wageningen University;sectoroverstijgend;sectoroverstijgend;55001;B Tourism (joint degree);voltijd onderwijs;man;1;4;5;6;13
Noord-Brabant;0758;Breda;reguliere inst.;bachelor;21PI;Wageningen University;sectoroverstijgend;sectoroverstijgend;55001;B Tourism (joint degree);voltijd onderwijs;vrouw;7;19;23;22;27
Noord-Brabant;0758;Breda;reguliere inst.;bachelor;21UI;Breda University of Applied Sciences;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);50756;B Vrijetijdwetenschappen;voltijd onderwijs;man;5;6;3;6;4
Noord-Brabant;0758;Breda;reguliere inst.;bachelor;21UI;Breda University of Applied Sciences;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);50756;B Vrijetijdwetenschappen;voltijd onderwijs;vrouw;16;27;14;16;18
Noord-Brabant;0758;Breda;reguliere inst.;bachelor;21UI;Breda University of Applied Sciences;sectoroverstijgend;sectoroverstijgend;55001;B Tourism (joint degree);voltijd onderwijs;man;0;1;0;0;0
Noord-Brabant;0758;Breda;reguliere inst.;bachelor;21UI;Breda University of Applied Sciences;sectoroverstijgend;sectoroverstijgend;55001;B Tourism (joint degree);voltijd onderwijs;vrouw;0;0;0;1;0
Noord-Brabant;0758;Breda;reguliere inst.;master;21UI;Breda University of Applied Sciences;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60078;M Leisure and Tourism Studies;voltijd onderwijs;man;5;4;4;1;0
Noord-Brabant;0758;Breda;reguliere inst.;master;21UI;Breda University of Applied Sciences;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60078;M Leisure and Tourism Studies;voltijd onderwijs;vrouw;11;4;19;12;5
Noord-Brabant;0772;Eindhoven;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);50441;B Industrial Design;voltijd onderwijs;man;90;86;129;79;78
Noord-Brabant;0772;Eindhoven;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);50441;B Industrial Design;voltijd onderwijs;vrouw;76;101;108;63;97
Noord-Brabant;0772;Eindhoven;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);55018;B Data Science (joint degree);voltijd onderwijs;man;0;21;30;40;56
Noord-Brabant;0772;Eindhoven;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);55018;B Data Science (joint degree);voltijd onderwijs;vrouw;0;4;6;15;16
Noord-Brabant;0772;Eindhoven;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56226;B Biomedische Technologie;voltijd onderwijs;man;92;96;107;65;78
Noord-Brabant;0772;Eindhoven;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56226;B Biomedische Technologie;voltijd onderwijs;vrouw;123;139;120;86;97
Noord-Brabant;0772;Eindhoven;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56265;B Technische Innovatiewetenschappen;voltijd onderwijs;man;74;67;68;92;84
Noord-Brabant;0772;Eindhoven;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56265;B Technische Innovatiewetenschappen;voltijd onderwijs;vrouw;46;53;68;82;78
Noord-Brabant;0772;Eindhoven;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56951;B Bouwkunde;voltijd onderwijs;man;151;123;171;210;152
Noord-Brabant;0772;Eindhoven;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56951;B Bouwkunde;voltijd onderwijs;vrouw;91;69;86;128;107
Noord-Brabant;0772;Eindhoven;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56953;B Electrical Engineering;deeltijd onderwijs;man;3;0;0;0;0
Noord-Brabant;0772;Eindhoven;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56953;B Electrical Engineering;voltijd onderwijs;man;279;206;230;220;193
Noord-Brabant;0772;Eindhoven;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56953;B Electrical Engineering;voltijd onderwijs;vrouw;22;21;27;20;17
Noord-Brabant;0772;Eindhoven;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56960;B Scheikundige Technologie;voltijd onderwijs;man;84;82;85;98;90
Noord-Brabant;0772;Eindhoven;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56960;B Scheikundige Technologie;voltijd onderwijs;vrouw;28;31;33;38;47
Noord-Brabant;0772;Eindhoven;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56962;B Technische Natuurkunde;voltijd onderwijs;man;135;164;142;141;140
Noord-Brabant;0772;Eindhoven;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56962;B Technische Natuurkunde;voltijd onderwijs;vrouw;11;21;26;28;24
Noord-Brabant;0772;Eindhoven;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56964;B Technische Informatica;voltijd onderwijs;man;206;266;251;180;197
Noord-Brabant;0772;Eindhoven;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56964;B Technische Informatica;voltijd onderwijs;vrouw;31;43;38;26;43
Noord-Brabant;0772;Eindhoven;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56965;B Technische Wiskunde;voltijd onderwijs;man;43;67;64;55;42
Noord-Brabant;0772;Eindhoven;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56965;B Technische Wiskunde;voltijd onderwijs;vrouw;24;37;25;21;31
Noord-Brabant;0772;Eindhoven;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56966;B Werktuigbouwkunde;voltijd onderwijs;man;273;305;340;286;281
Noord-Brabant;0772;Eindhoven;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56966;B Werktuigbouwkunde;voltijd onderwijs;vrouw;17;17;29;35;20
Noord-Brabant;0772;Eindhoven;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56994;B Technische Bedrijfskunde;voltijd onderwijs;man;211;192;259;179;184
Noord-Brabant;0772;Eindhoven;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56994;B Technische Bedrijfskunde;voltijd onderwijs;vrouw;60;55;64;58;72
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60331;M Embedded Systems;voltijd onderwijs;man;67;55;72;53;46
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60331;M Embedded Systems;voltijd onderwijs;vrouw;12;13;11;19;14
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60337;M Construction Management and Engineering;voltijd onderwijs;man;32;20;26;20;20
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60337;M Construction Management and Engineering;voltijd onderwijs;vrouw;20;8;4;10;10
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60344;M Medical Engineering;voltijd onderwijs;man;11;12;11;14;13
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60344;M Medical Engineering;voltijd onderwijs;vrouw;6;21;27;30;37
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60347;M Industrial and Applied Mathematics;voltijd onderwijs;man;25;36;25;31;32
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60347;M Industrial and Applied Mathematics;voltijd onderwijs;vrouw;7;18;6;15;18
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60353;M Electrical Engineering;deeltijd onderwijs;man;3;0;0;0;0
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60353;M Electrical Engineering;deeltijd onderwijs;vrouw;1;0;0;0;0
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60353;M Electrical Engineering;voltijd onderwijs;man;84;84;83;74;106
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60353;M Electrical Engineering;voltijd onderwijs;vrouw;18;17;19;10;20
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60359;M Systems and Control;voltijd onderwijs;man;37;39;38;36;50
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60359;M Systems and Control;voltijd onderwijs;vrouw;1;9;1;6;4
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60428;M Automotive Technology;voltijd onderwijs;man;57;43;41;52;61
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60428;M Automotive Technology;voltijd onderwijs;vrouw;1;3;0;5;2
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60430;M Innovation Management;voltijd onderwijs;man;57;45;67;48;58
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60430;M Innovation Management;voltijd onderwijs;vrouw;19;10;16;23;18
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60431;M Human-technology Interaction;voltijd onderwijs;man;18;19;26;19;27
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60431;M Human-technology Interaction;voltijd onderwijs;vrouw;15;27;24;27;28
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60432;M Business Information Systems;voltijd onderwijs;man;25;17;20;6;0
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60432;M Business Information Systems;voltijd onderwijs;vrouw;6;9;6;0;0
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60434;M Architecture, Building and Planning;voltijd onderwijs;man;176;144;102;101;91
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60434;M Architecture, Building and Planning;voltijd onderwijs;vrouw;74;68;64;63;55
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60436;M Applied Physics;voltijd onderwijs;man;57;49;70;73;89
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60436;M Applied Physics;voltijd onderwijs;vrouw;5;10;11;9;11
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60437;M Chemical Engineering;voltijd onderwijs;man;80;67;56;72;72
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60437;M Chemical Engineering;voltijd onderwijs;vrouw;19;27;32;30;20
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60438;M Computer Science and Engineering;voltijd onderwijs;man;78;76;102;117;181
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60438;M Computer Science and Engineering;voltijd onderwijs;vrouw;10;21;17;37;48
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60439;M Mechanical Engineering;voltijd onderwijs;man;154;129;145;164;142
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60439;M Mechanical Engineering;voltijd onderwijs;vrouw;12;12;12;11;12
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60441;M Industrial Design;voltijd onderwijs;man;45;42;34;42;29
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60441;M Industrial Design;voltijd onderwijs;vrouw;19;36;40;36;54
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60443;M Sustainable Energy Technology;voltijd onderwijs;man;46;33;35;34;40
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60443;M Sustainable Energy Technology;voltijd onderwijs;vrouw;10;11;11;5;11
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);66226;M Biomedical Engineering;voltijd onderwijs;man;41;35;47;43;34
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);66226;M Biomedical Engineering;voltijd onderwijs;vrouw;42;27;42;50;47
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);66265;M Innovation Sciences;voltijd onderwijs;man;15;15;11;15;16
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);66265;M Innovation Sciences;voltijd onderwijs;vrouw;5;5;4;15;9
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);66430;M Operations Management and Logistics;voltijd onderwijs;man;115;114;99;104;100
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);66430;M Operations Management and Logistics;voltijd onderwijs;vrouw;36;40;37;39;42
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);66904;M Science and Technology of Nuclear Fusion;voltijd onderwijs;man;14;11;9;14;14
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);66904;M Science and Technology of Nuclear Fusion;voltijd onderwijs;vrouw;1;0;0;2;2
Noord-Brabant;0772;Eindhoven;reguliere inst.;postmaster;21PG;Technische Universiteit Eindhoven;onderwijs;universitaire lerarenopleidingen;68404;M Science Education and Communication;deeltijd onderwijs;man;1;0;1;3;2
Noord-Brabant;0772;Eindhoven;reguliere inst.;postmaster;21PG;Technische Universiteit Eindhoven;onderwijs;universitaire lerarenopleidingen;68404;M Science Education and Communication;deeltijd onderwijs;vrouw;2;0;1;2;0
Noord-Brabant;0772;Eindhoven;reguliere inst.;postmaster;21PG;Technische Universiteit Eindhoven;onderwijs;universitaire lerarenopleidingen;68404;M Science Education and Communication;voltijd onderwijs;man;26;13;19;21;18
Noord-Brabant;0772;Eindhoven;reguliere inst.;postmaster;21PG;Technische Universiteit Eindhoven;onderwijs;universitaire lerarenopleidingen;68404;M Science Education and Communication;voltijd onderwijs;vrouw;15;16;15;16;17
Noord-Brabant;0796;'s-Hertogenbosch;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);65018;M Data Science and Entrepreneurship (joint degree);voltijd onderwijs;man;0;3;8;43;31
Noord-Brabant;0796;'s-Hertogenbosch;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);65018;M Data Science and Entrepreneurship (joint degree);voltijd onderwijs;vrouw;0;0;1;8;9
Noord-Brabant;0796;'s-Hertogenbosch;reguliere inst.;master;21PN;Tilburg University;techniek;n.v.t. (techniek);65018;M Data Science and Entrepreneurship (joint degree);voltijd onderwijs;man;0;6;15;36;33
Noord-Brabant;0796;'s-Hertogenbosch;reguliere inst.;master;21PN;Tilburg University;techniek;n.v.t. (techniek);65018;M Data Science and Entrepreneurship (joint degree);voltijd onderwijs;vrouw;0;1;6;9;11
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;economie;n.v.t. (economie);50750;B Bedrijfseconomie;voltijd onderwijs;man;713;726;810;771;730
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;economie;n.v.t. (economie);50750;B Bedrijfseconomie;voltijd onderwijs;vrouw;275;288;354;332;345
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;economie;n.v.t. (economie);50950;B Economie en Bedrijfseconomie;voltijd onderwijs;man;38;77;105;105;97
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;economie;n.v.t. (economie);50950;B Economie en Bedrijfseconomie;voltijd onderwijs;vrouw;17;24;29;36;31
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;economie;n.v.t. (economie);50952;B International Business Administration;voltijd onderwijs;man;147;163;167;192;284
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;economie;n.v.t. (economie);50952;B International Business Administration;voltijd onderwijs;vrouw;84;105;112;117;179
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;economie;n.v.t. (economie);56401;B Economie;voltijd onderwijs;man;51;43;35;57;51
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;economie;n.v.t. (economie);56401;B Economie;voltijd onderwijs;vrouw;26;27;15;25;29
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;economie;n.v.t. (economie);56402;B Fiscale Economie;voltijd onderwijs;man;42;27;50;41;40
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;economie;n.v.t. (economie);56402;B Fiscale Economie;voltijd onderwijs;vrouw;15;14;24;23;18
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;economie;n.v.t. (economie);56833;B Econometrie en Operationele Research;voltijd onderwijs;man;72;62;103;123;91
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;economie;n.v.t. (economie);56833;B Econometrie en Operationele Research;voltijd onderwijs;vrouw;30;37;41;36;33
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);50754;B Organisatiewetenschappen;voltijd onderwijs;man;62;63;40;46;73
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);50754;B Organisatiewetenschappen;voltijd onderwijs;vrouw;97;84;85;97;101
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);50755;B Personeelwetenschappen;voltijd onderwijs;man;29;24;22;34;38
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);50755;B Personeelwetenschappen;voltijd onderwijs;vrouw;86;84;90;111;132
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56601;B Sociologie;voltijd onderwijs;man;11;7;12;14;22
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56601;B Sociologie;voltijd onderwijs;vrouw;9;17;37;33;42
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56604;B Psychologie;voltijd onderwijs;man;56;94;128;141;226
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56604;B Psychologie;voltijd onderwijs;vrouw;172;266;342;516;670
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56627;B Bestuurskunde;voltijd onderwijs;man;33;29;31;49;58
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56627;B Bestuurskunde;voltijd onderwijs;vrouw;24;24;30;41;43
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;natuur;n.v.t. (natuur);59338;B Cognitive Science and Artificial Intelligence;voltijd onderwijs;man;0;0;0;0;71
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;natuur;n.v.t. (natuur);59338;B Cognitive Science and Artificial Intelligence;voltijd onderwijs;vrouw;0;0;0;0;45
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;voltijd onderwijs;man;101;111;111;132;168
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;voltijd onderwijs;vrouw;199;226;269;286;317
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;recht;n.v.t. (recht);56475;B Global Law;voltijd onderwijs;man;25;29;42;38;49
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;recht;n.v.t. (recht);56475;B Global Law;voltijd onderwijs;vrouw;52;62;62;70;81
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;recht;n.v.t. (recht);56827;B Fiscaal Recht;voltijd onderwijs;man;22;46;39;44;42
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;recht;n.v.t. (recht);56827;B Fiscaal Recht;voltijd onderwijs;vrouw;26;39;38;33;36
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;sectoroverstijgend;sectoroverstijgend;50393;B Liberal Arts and Sciences;voltijd onderwijs;man;27;29;29;28;32
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;sectoroverstijgend;sectoroverstijgend;50393;B Liberal Arts and Sciences;voltijd onderwijs;vrouw;47;47;68;66;66
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);56081;B Filosofie;deeltijd onderwijs;man;5;5;3;12;10
