PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;TYPE HOGER ONDERWIJS;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;GESLACHT;2015;2016;2017;2018;2019
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;taal en cultuur;voortgezette kunstopleidingen;49284;M Performing Public Space;voltijd onderwijs;vrouw;0;0;10;10;9
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;taal en cultuur;voortgezette kunstopleidingen;49502;M Master Choreografie (joint degree);deeltijd onderwijs;man;0;0;7;0;3
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;taal en cultuur;voortgezette kunstopleidingen;49502;M Master Choreografie (joint degree);deeltijd onderwijs;vrouw;0;0;7;0;12
Noord-Brabant;1674;Roosendaal;reguliere inst.;associate degree;07GR;Avans Hogeschool;economie;n.v.t. (economie);80008;Ad Accountancy;voltijd onderwijs;man;0;0;0;20;21
Noord-Brabant;1674;Roosendaal;reguliere inst.;associate degree;07GR;Avans Hogeschool;economie;n.v.t. (economie);80008;Ad Accountancy;voltijd onderwijs;vrouw;0;0;0;6;13
Noord-Brabant;1674;Roosendaal;reguliere inst.;associate degree;07GR;Avans Hogeschool;economie;n.v.t. (economie);80073;Ad Human Resource Management;voltijd onderwijs;man;0;0;0;9;7
Noord-Brabant;1674;Roosendaal;reguliere inst.;associate degree;07GR;Avans Hogeschool;economie;n.v.t. (economie);80073;Ad Human Resource Management;voltijd onderwijs;vrouw;0;0;0;18;31
Noord-Brabant;1674;Roosendaal;reguliere inst.;associate degree;07GR;Avans Hogeschool;economie;n.v.t. (economie);80074;Ad Bedrijfskunde;voltijd onderwijs;man;0;0;0;21;24
Noord-Brabant;1674;Roosendaal;reguliere inst.;associate degree;07GR;Avans Hogeschool;economie;n.v.t. (economie);80074;Ad Bedrijfskunde;voltijd onderwijs;vrouw;0;0;0;9;5
Noord-Brabant;1674;Roosendaal;reguliere inst.;associate degree;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);80075;Ad Informatica;voltijd onderwijs;man;0;0;0;23;21
Noord-Brabant;1674;Roosendaal;reguliere inst.;associate degree;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);80075;Ad Informatica;voltijd onderwijs;vrouw;0;0;0;4;1
Noord-Brabant;1674;Roosendaal;reguliere inst.;associate degree;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);80091;Ad Engineering;voltijd onderwijs;man;0;0;0;18;42
Noord-Brabant;1674;Roosendaal;reguliere inst.;associate degree;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);80091;Ad Engineering;voltijd onderwijs;vrouw;0;0;0;2;4
Noord-Brabant;1674;Roosendaal;reguliere inst.;associate degree;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);80113;Ad Management;voltijd onderwijs;man;0;0;0;7;11
Noord-Brabant;1674;Roosendaal;reguliere inst.;associate degree;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);80113;Ad Management;voltijd onderwijs;vrouw;0;0;0;10;30
Noord-Brabant;1674;Roosendaal;reguliere inst.;associate degree;21MI;HZ University of Applied Sciences;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);80147;Ad Health & Social Work;voltijd onderwijs;man;0;0;0;13;17
Noord-Brabant;1674;Roosendaal;reguliere inst.;associate degree;21MI;HZ University of Applied Sciences;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);80147;Ad Health & Social Work;voltijd onderwijs;vrouw;0;0;0;26;32
Noord-Brabant;1674;Roosendaal;reguliere inst.;associate degree;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);80148;Ad Logistiek;voltijd onderwijs;man;0;0;0;9;14
Noord-Brabant;1674;Roosendaal;reguliere inst.;associate degree;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);80148;Ad Logistiek;voltijd onderwijs;vrouw;0;0;0;4;4
Noord-Brabant;1674;Roosendaal;reguliere inst.;associate degree;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);80154;Ad Built Environment;voltijd onderwijs;man;0;0;0;0;13
Noord-Brabant;1674;Roosendaal;reguliere inst.;associate degree;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);80154;Ad Built Environment;voltijd onderwijs;vrouw;0;0;0;0;6
Noord-Brabant;1948;Meierijstad;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;man;12;2;8;6;4
Noord-Brabant;1948;Meierijstad;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;vrouw;23;15;20;14;14
Noord-Holland;0361;Alkmaar;reguliere inst.;associate degree;21UG;Hogeschool IPABO Amsterdam Alkmaar;onderwijs;leraar basisonderwijs;80142;Ad Pedagogisch Educatief Professional;deeltijd onderwijs;vrouw;0;1;17;13;1
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;21UG;Hogeschool IPABO Amsterdam Alkmaar;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;man;17;23;25;18;21
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;21UG;Hogeschool IPABO Amsterdam Alkmaar;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;vrouw;84;58;71;77;79
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34145;B Business Studies;voltijd onderwijs;man;153;119;89;147;145
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34145;B Business Studies;voltijd onderwijs;vrouw;50;51;44;55;66
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34406;B Accountancy;voltijd onderwijs;man;24;27;20;26;16
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34406;B Accountancy;voltijd onderwijs;vrouw;8;10;8;5;6
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);35520;B Finance & Control;voltijd onderwijs;man;15;22;14;26;19
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);35520;B Finance & Control;voltijd onderwijs;vrouw;9;8;9;9;8
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);39118;B Business IT & Management;voltijd onderwijs;man;20;17;28;26;23
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);39118;B Business IT & Management;voltijd onderwijs;vrouw;2;4;1;1;1
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;deeltijd onderwijs;man;0;0;7;7;7
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;deeltijd onderwijs;vrouw;0;0;38;29;38
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;voltijd onderwijs;man;16;16;16;10;32
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;voltijd onderwijs;vrouw;79;56;76;78;96
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;deeltijd onderwijs;man;0;0;0;2;3
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;deeltijd onderwijs;vrouw;0;0;0;19;56
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;duaal onderwijs;man;0;1;1;0;0
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;duaal onderwijs;vrouw;0;13;13;0;0
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;voltijd onderwijs;man;6;4;13;4;6
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;voltijd onderwijs;vrouw;41;58;71;68;67
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;man;2;7;8;7;5
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;vrouw;10;7;12;18;30
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;duaal onderwijs;man;0;0;0;0;4
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;duaal onderwijs;vrouw;0;0;0;1;4
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;man;14;16;6;12;18
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;vrouw;28;34;22;39;33
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;techniek;n.v.t. (techniek);34263;B Bouwkunde;voltijd onderwijs;man;14;24;25;20;17
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;techniek;n.v.t. (techniek);34263;B Bouwkunde;voltijd onderwijs;vrouw;7;5;5;5;12
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;techniek;n.v.t. (techniek);34267;B Elektrotechniek;deeltijd onderwijs;man;12;12;12;16;15
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;techniek;n.v.t. (techniek);34267;B Elektrotechniek;voltijd onderwijs;man;22;18;34;24;29
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;techniek;n.v.t. (techniek);34267;B Elektrotechniek;voltijd onderwijs;vrouw;1;1;3;1;0
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;techniek;n.v.t. (techniek);34279;B Civiele Techniek;voltijd onderwijs;man;25;19;20;23;14
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;techniek;n.v.t. (techniek);34279;B Civiele Techniek;voltijd onderwijs;vrouw;3;2;1;0;2
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;deeltijd onderwijs;man;8;20;15;21;12
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;deeltijd onderwijs;vrouw;0;1;0;2;0
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;voltijd onderwijs;man;82;71;67;67;63
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;voltijd onderwijs;vrouw;3;5;2;2;1
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;techniek;n.v.t. (techniek);34421;B Technische Bedrijfskunde;deeltijd onderwijs;man;12;10;11;12;25
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;techniek;n.v.t. (techniek);34421;B Technische Bedrijfskunde;deeltijd onderwijs;vrouw;1;0;3;2;0
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;techniek;n.v.t. (techniek);34421;B Technische Bedrijfskunde;voltijd onderwijs;man;46;44;56;59;57
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;techniek;n.v.t. (techniek);34421;B Technische Bedrijfskunde;voltijd onderwijs;vrouw;6;6;10;7;7
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;techniek;n.v.t. (techniek);34475;B Technische Informatica;voltijd onderwijs;man;33;28;39;45;33
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;techniek;n.v.t. (techniek);34475;B Technische Informatica;voltijd onderwijs;vrouw;1;1;1;2;1
Noord-Holland;0363;Amsterdam;reguliere inst.;associate degree;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;opleidingen op het gebied van de kunst;80138;Ad Technische Productie;voltijd onderwijs;man;0;0;0;12;7
Noord-Holland;0363;Amsterdam;reguliere inst.;associate degree;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;opleidingen op het gebied van de kunst;80138;Ad Technische Productie;voltijd onderwijs;vrouw;0;0;0;1;3
Noord-Holland;0363;Amsterdam;reguliere inst.;associate degree;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;opleidingen op het gebied van de kunst;80160;Ad Electronic Music;voltijd onderwijs;man;0;0;0;0;25
Noord-Holland;0363;Amsterdam;reguliere inst.;associate degree;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;opleidingen op het gebied van de kunst;80160;Ad Electronic Music;voltijd onderwijs;vrouw;0;0;0;0;1
Noord-Holland;0363;Amsterdam;reguliere inst.;associate degree;21UG;Hogeschool IPABO Amsterdam Alkmaar;onderwijs;leraar basisonderwijs;80142;Ad Pedagogisch Educatief Professional;deeltijd onderwijs;man;0;0;0;0;1
Noord-Holland;0363;Amsterdam;reguliere inst.;associate degree;21UG;Hogeschool IPABO Amsterdam Alkmaar;onderwijs;leraar basisonderwijs;80142;Ad Pedagogisch Educatief Professional;deeltijd onderwijs;vrouw;0;11;10;11;4
Noord-Holland;0363;Amsterdam;reguliere inst.;associate degree;21UG;Hogeschool IPABO Amsterdam Alkmaar;onderwijs;leraar basisonderwijs;80142;Ad Pedagogisch Educatief Professional;voltijd onderwijs;man;0;0;0;0;1
Noord-Holland;0363;Amsterdam;reguliere inst.;associate degree;21UG;Hogeschool IPABO Amsterdam Alkmaar;onderwijs;leraar basisonderwijs;80142;Ad Pedagogisch Educatief Professional;voltijd onderwijs;vrouw;0;0;0;11;25
Noord-Holland;0363;Amsterdam;reguliere inst.;associate degree;25BE;Hanzehogeschool Groningen;taal en cultuur;opleidingen op het gebied van de kunst;80085;Ad Dans;voltijd onderwijs;man;7;2;1;0;4
Noord-Holland;0363;Amsterdam;reguliere inst.;associate degree;25BE;Hanzehogeschool Groningen;taal en cultuur;opleidingen op het gebied van de kunst;80085;Ad Dans;voltijd onderwijs;vrouw;3;2;1;1;2
Noord-Holland;0363;Amsterdam;reguliere inst.;associate degree;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);80059;Ad Onderwijsondersteuner Zorg & Welzijn;deeltijd onderwijs;vrouw;1;0;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;associate degree;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);80059;Ad Onderwijsondersteuner Zorg & Welzijn;voltijd onderwijs;vrouw;1;0;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;associate degree;28DN;Hogeschool van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);80086;Ad Ervaringsdeskundigheid in Zorg en Welzijn;deeltijd onderwijs;man;0;0;0;0;10
Noord-Holland;0363;Amsterdam;reguliere inst.;associate degree;28DN;Hogeschool van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);80086;Ad Ervaringsdeskundigheid in Zorg en Welzijn;deeltijd onderwijs;vrouw;0;0;0;0;14
Noord-Holland;0363;Amsterdam;reguliere inst.;associate degree;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);80045;Ad Onderwijsondersteuner Gezondheidszorg en Welzijn;deeltijd onderwijs;man;0;0;0;0;2
Noord-Holland;0363;Amsterdam;reguliere inst.;associate degree;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);80045;Ad Onderwijsondersteuner Gezondheidszorg en Welzijn;deeltijd onderwijs;vrouw;4;3;3;9;4
Noord-Holland;0363;Amsterdam;reguliere inst.;associate degree;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);80051;Ad Onderwijsondersteuner Techniek;deeltijd onderwijs;man;0;1;2;6;4
Noord-Holland;0363;Amsterdam;reguliere inst.;associate degree;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);80051;Ad Onderwijsondersteuner Techniek;deeltijd onderwijs;vrouw;0;1;0;0;1
Noord-Holland;0363;Amsterdam;reguliere inst.;associate degree;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);80052;Ad Onderwijsondersteuner Consumptieve Techniek I en II;deeltijd onderwijs;man;3;1;1;0;2
Noord-Holland;0363;Amsterdam;reguliere inst.;associate degree;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);80052;Ad Onderwijsondersteuner Consumptieve Techniek I en II;deeltijd onderwijs;vrouw;2;1;1;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;associate degree;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);80156;Ad Cybersecurity;voltijd onderwijs;man;0;0;0;0;45
Noord-Holland;0363;Amsterdam;reguliere inst.;associate degree;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);80156;Ad Cybersecurity;voltijd onderwijs;vrouw;0;0;0;0;2
Noord-Holland;0363;Amsterdam;reguliere inst.;associate degree;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);80010;Ad Ondernemerschap & Retail Management;duaal onderwijs;man;0;0;0;26;25
Noord-Holland;0363;Amsterdam;reguliere inst.;associate degree;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);80010;Ad Ondernemerschap & Retail Management;duaal onderwijs;vrouw;0;0;0;17;14
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;02BY;Gerrit Rietveld Academie;taal en cultuur;opleidingen op het gebied van de kunst;39109;B Beeldende Kunst en Vormgeving;deeltijd onderwijs;man;7;8;5;5;5
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;02BY;Gerrit Rietveld Academie;taal en cultuur;opleidingen op het gebied van de kunst;39109;B Beeldende Kunst en Vormgeving;deeltijd onderwijs;vrouw;10;13;11;10;15
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;02BY;Gerrit Rietveld Academie;taal en cultuur;opleidingen op het gebied van de kunst;39109;B Beeldende Kunst en Vormgeving;voltijd onderwijs;man;54;62;45;50;52
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;02BY;Gerrit Rietveld Academie;taal en cultuur;opleidingen op het gebied van de kunst;39109;B Beeldende Kunst en Vormgeving;voltijd onderwijs;vrouw;112;106;124;118;94
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;02NR;Hotelschool The Hague;economie;n.v.t. (economie);34411;B Hotel Management;voltijd onderwijs;man;101;102;108;102;98
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;02NR;Hotelschool The Hague;economie;n.v.t. (economie);34411;B Hotel Management;voltijd onderwijs;vrouw;144;161;159;161;165
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21QA;Amsterdamse Hogeschool voor de Kunsten;onderwijs;lerarenopleidingen op het gebied van de kunst;34745;B Docent Theater;voltijd onderwijs;man;5;6;4;3;3
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21QA;Amsterdamse Hogeschool voor de Kunsten;onderwijs;lerarenopleidingen op het gebied van de kunst;34745;B Docent Theater;voltijd onderwijs;vrouw;9;5;5;12;9
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21QA;Amsterdamse Hogeschool voor de Kunsten;onderwijs;lerarenopleidingen op het gebied van de kunst;34940;B Docent Dans;voltijd onderwijs;man;3;4;7;6;9
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21QA;Amsterdamse Hogeschool voor de Kunsten;onderwijs;lerarenopleidingen op het gebied van de kunst;34940;B Docent Dans;voltijd onderwijs;vrouw;9;15;10;8;8
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21QA;Amsterdamse Hogeschool voor de Kunsten;onderwijs;lerarenopleidingen op het gebied van de kunst;39100;B Docent Beeldende Kunst en Vormgeving;deeltijd onderwijs;man;0;0;0;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21QA;Amsterdamse Hogeschool voor de Kunsten;onderwijs;lerarenopleidingen op het gebied van de kunst;39100;B Docent Beeldende Kunst en Vormgeving;deeltijd onderwijs;vrouw;2;0;2;3;1
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21QA;Amsterdamse Hogeschool voor de Kunsten;onderwijs;lerarenopleidingen op het gebied van de kunst;39100;B Docent Beeldende Kunst en Vormgeving;voltijd onderwijs;man;3;3;3;3;2
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21QA;Amsterdamse Hogeschool voor de Kunsten;onderwijs;lerarenopleidingen op het gebied van de kunst;39100;B Docent Beeldende Kunst en Vormgeving;voltijd onderwijs;vrouw;19;22;31;29;32
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21QA;Amsterdamse Hogeschool voor de Kunsten;onderwijs;lerarenopleidingen op het gebied van de kunst;39112;B Docent Muziek;voltijd onderwijs;man;5;1;4;5;4
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21QA;Amsterdamse Hogeschool voor de Kunsten;onderwijs;lerarenopleidingen op het gebied van de kunst;39112;B Docent Muziek;voltijd onderwijs;vrouw;10;7;5;9;11
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;opleidingen op het gebied van de kunst;34733;B Film en Televisie;voltijd onderwijs;man;32;36;30;33;37
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;opleidingen op het gebied van de kunst;34733;B Film en Televisie;voltijd onderwijs;vrouw;31;29;35;36;31
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;opleidingen op het gebied van de kunst;34735;B Cultureel Erfgoed;voltijd onderwijs;man;16;25;23;18;19
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;opleidingen op het gebied van de kunst;34735;B Cultureel Erfgoed;voltijd onderwijs;vrouw;79;83;99;100;81
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;opleidingen op het gebied van de kunst;34739;B Muziek;voltijd onderwijs;man;107;93;114;95;102
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;opleidingen op het gebied van de kunst;34739;B Muziek;voltijd onderwijs;vrouw;52;56;55;48;63
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;opleidingen op het gebied van de kunst;34798;B Dans;voltijd onderwijs;man;20;17;20;15;19
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;opleidingen op het gebied van de kunst;34798;B Dans;voltijd onderwijs;vrouw;23;30;27;27;23
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;opleidingen op het gebied van de kunst;34860;B Theater;voltijd onderwijs;man;21;19;33;26;24
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;opleidingen op het gebied van de kunst;34860;B Theater;voltijd onderwijs;vrouw;25;23;26;28;26
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21UG;Hogeschool IPABO Amsterdam Alkmaar;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;man;5;6;8;10;9
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21UG;Hogeschool IPABO Amsterdam Alkmaar;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;vrouw;13;9;17;15;27
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21UG;Hogeschool IPABO Amsterdam Alkmaar;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;man;15;12;26;26;24
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21UG;Hogeschool IPABO Amsterdam Alkmaar;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;vrouw;56;62;68;82;77
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;25BE;Hanzehogeschool Groningen;onderwijs;lerarenopleidingen op het gebied van de kunst;34940;B Docent Dans;voltijd onderwijs;man;0;3;0;0;2
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;25BE;Hanzehogeschool Groningen;onderwijs;lerarenopleidingen op het gebied van de kunst;34940;B Docent Dans;voltijd onderwijs;vrouw;0;9;10;8;6
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;25BE;Hanzehogeschool Groningen;taal en cultuur;opleidingen op het gebied van de kunst;34798;B Dans;voltijd onderwijs;man;4;8;7;11;7
