brin_nummer,kwalificatie_code,kwalificatie_naam,2015_man_i,2015_vrouw_i,2015_tot_i,2016_man_i,2016_vrouw_i,2016_tot_i,2017_man_i,2017_vrouw_i,2017_tot_i,2018_man_i,2018_vrouw_i,2018_tot_i,2019_man_i,2019_vrouw_i,2019_tot_i,2015_man_d,2015_vrouw_d,2015_tot_d,2016_man_d,2016_vrouw_d,2016_tot_d,2017_man_d,2017_vrouw_d,2017_tot_d,2018_man_d,2018_vrouw_d,2018_tot_d,2019_man_d,2019_vrouw_d,2019_tot_d,tech_label
02PN,90403.0,Mediavormgever (Grafische vormgeving),88.0,179.0,267.0,66.0,119.0,185.0,24.0,46.0,70.0,4.0,7.0,11.0,0.0,0.0,0.0,22.0,64.0,86.0,30.0,73.0,103.0,32.0,61.0,93.0,24.0,45.0,69.0,5.0,6.0,11.0,tech
02PN,90404.0,Mediavormgever (Interactieve vormgeving),24.0,8.0,32.0,9.0,5.0,14.0,5.0,2.0,7.0,3.0,0.0,3.0,0.0,0.0,0.0,18.0,11.0,29.0,17.0,5.0,22.0,4.0,3.0,7.0,4.0,2.0,6.0,1.0,0.0,1.0,tech
02PN,91530.0,Vormgeving ruimtelijke presentatie en communicatie (Medewerker productpresentatie),5.0,22.0,27.0,5.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,15.0,0.0,15.0,15.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,design
02PN,91541.0,"Vormgeving ruimtelijke presentatie en communicatie (Stand-, winkel en decorvormgever)",19.0,120.0,139.0,14.0,76.0,90.0,8.0,40.0,48.0,1.0,3.0,4.0,0.0,0.0,0.0,7.0,21.0,28.0,4.0,40.0,44.0,5.0,32.0,37.0,10.0,43.0,53.0,1.0,2.0,3.0,design
02PN,91542.0,Vormgeving ruimtelijke presentatie en communicatie (Vormgever productpresentatie),2.0,108.0,110.0,2.0,61.0,63.0,1.0,24.0,25.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,37.0,38.0,0.0,38.0,38.0,1.0,35.0,36.0,1.0,24.0,25.0,0.0,3.0,3.0,design
02PN,94500.0,Signmaker (Medewerker sign),12.0,5.0,17.0,3.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,0.0,4.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,design
02PN,94510.0,Signmaker (Allround signmaker),0.0,2.0,2.0,3.0,9.0,12.0,1.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,2.0,2.0,3.0,0.0,3.0,1.0,10.0,11.0,0.0,0.0,0.0,design
02PN,95706.0,Allround DTP-er,12.0,14.0,26.0,25.0,21.0,46.0,13.0,15.0,28.0,4.0,6.0,10.0,0.0,0.0,0.0,4.0,8.0,12.0,8.0,9.0,17.0,9.0,9.0,18.0,9.0,8.0,17.0,3.0,6.0,9.0,tech
02PN,95708.0,Medewerker DTP,21.0,15.0,36.0,7.0,4.0,11.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,13.0,9.0,7.0,16.0,4.0,4.0,8.0,2.0,2.0,4.0,0.0,0.0,0.0,tech
04CY,23089.0,ICT- en mediabeheer,0.0,0.0,0.0,35.0,1.0,36.0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,tech
04CY,23090.0,ICT support,0.0,0.0,0.0,32.0,1.0,33.0,35.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,tech
04CY,23095.0,Mediavormgeving,0.0,0.0,0.0,7.0,9.0,16.0,10.0,11.0,21.0,6.0,8.0,14.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,tech
04CY,25148.0,Medewerker marketing en communicatie,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,4.0,5.0,9.0,13.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,growth
04CY,25187.0,Applicatie- en mediaontwikkelaar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,22.0,31.0,0.0,31.0,,,,,,,,,,,,,,,,tech
04CY,25189.0,ICT-beheerder,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,26.0,58.0,1.0,59.0,47.0,3.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,25.0,tech
04CY,25191.0,Medewerker beheer ICT,0.0,0.0,0.0,2.0,0.0,2.0,21.0,0.0,21.0,35.0,0.0,35.0,40.0,3.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,23.0,20.0,0.0,20.0,tech
04CY,25192.0,Medewerker ICT,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,8.0,21.0,2.0,23.0,27.0,3.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,9.0,8.0,1.0,9.0,tech
04CY,25201.0,Mediavormgever,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,12.0,22.0,9.0,31.0,31.0,19.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,12.0,tech
04CY,90413.0,Mediavormgever (Grafische vormgeving),9.0,13.0,22.0,3.0,10.0,13.0,1.0,4.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,2.0,6.0,8.0,0.0,2.0,2.0,0.0,2.0,2.0,tech
04CY,90414.0,Mediavormgever (Interactieve vormgeving),19.0,5.0,24.0,13.0,3.0,16.0,9.0,3.0,12.0,6.0,1.0,7.0,0.0,0.0,0.0,9.0,2.0,11.0,5.0,1.0,6.0,4.0,0.0,4.0,4.0,2.0,6.0,6.0,1.0,7.0,tech
04CY,90531.0,Medewerker marketing en communicatie (Assistent communicatiemedewerker),12.0,8.0,20.0,15.0,6.0,21.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,0.0,0.0,0.0,9.0,5.0,14.0,5.0,2.0,7.0,0.0,0.0,0.0,growth
04CY,95060.0,ICT-medewerker (Medewerker ICT),21.0,0.0,21.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,17.0,11.0,0.0,11.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,tech
04CY,95070.0,ICT-medewerker (Medewerker beheer ICT),58.0,0.0,58.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,16.0,29.0,0.0,29.0,27.0,0.0,27.0,1.0,0.0,1.0,0.0,0.0,0.0,tech
04CY,95321.0,ICT- en mediabeheer (ICT-beheerder),77.0,1.0,78.0,64.0,1.0,65.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,24.0,20.0,0.0,20.0,35.0,1.0,36.0,22.0,0.0,22.0,0.0,0.0,0.0,tech
04CY,95705.0,Allround DTP-er,1.0,1.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,tech
04EU,22166.0,Medewerker marketing en communicatie,24.0,17.0,41.0,17.0,8.0,25.0,6.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,growth
04EU,25148.0,Medewerker marketing en communicatie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,9.0,4.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,7.0,growth
04EU,25187.0,Applicatie- en mediaontwikkelaar,24.0,1.0,25.0,54.0,0.0,54.0,71.0,2.0,73.0,77.0,3.0,80.0,68.0,6.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,22.0,0.0,22.0,tech
04EU,25189.0,ICT-beheerder,0.0,0.0,0.0,13.0,0.0,13.0,30.0,0.0,30.0,61.0,1.0,62.0,53.0,3.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,tech
04EU,25190.0,Netwerk- en mediabeheerder,0.0,0.0,0.0,9.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,tech
04EU,25191.0,Medewerker beheer ICT,0.0,0.0,0.0,23.0,1.0,24.0,25.0,1.0,26.0,33.0,1.0,34.0,34.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,15.0,tech
04EU,25192.0,Medewerker ICT,0.0,0.0,0.0,23.0,0.0,23.0,55.0,1.0,56.0,56.0,3.0,59.0,45.0,3.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,12.0,0.0,12.0,tech
04EU,26010.0,E-commerce Manager,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,17.0,,,,,,,,,,,,,,,,growth
04EU,90531.0,Medewerker marketing en communicatie (Assistent communicatiemedewerker),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,6.0,4.0,2.0,6.0,4.0,1.0,5.0,0.0,0.0,0.0,growth
04EU,95060.0,ICT-medewerker (Medewerker ICT),38.0,1.0,39.0,18.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,11.0,0.0,11.0,14.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,tech
04EU,95070.0,ICT-medewerker (Medewerker beheer ICT),48.0,2.0,50.0,24.0,1.0,25.0,25.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,10.0,0.0,10.0,10.0,1.0,11.0,24.0,1.0,25.0,0.0,0.0,0.0,tech
04EU,95321.0,ICT- en mediabeheer (ICT-beheerder),65.0,3.0,68.0,51.0,2.0,53.0,16.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,1.0,7.0,37.0,1.0,38.0,14.0,1.0,15.0,0.0,0.0,0.0,tech
04EU,95323.0,ICT- en mediabeheer (Netwerkbeheerder),2.0,0.0,2.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,1.0,0.0,1.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,tech
04FO,25148.0,Medewerker marketing en communicatie,0.0,0.0,0.0,99.0,104.0,203.0,153.0,198.0,351.0,198.0,280.0,478.0,234.0,298.0,532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,20.0,37.0,64.0,101.0,growth
04FO,25187.0,Applicatie- en mediaontwikkelaar,0.0,0.0,0.0,126.0,2.0,128.0,174.0,7.0,181.0,222.0,12.0,234.0,244.0,12.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,2.0,53.0,tech
04FO,25189.0,ICT-beheerder,0.0,0.0,0.0,58.0,2.0,60.0,115.0,2.0,117.0,126.0,3.0,129.0,138.0,4.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,19.0,tech
04FO,25190.0,Netwerk- en mediabeheerder,0.0,0.0,0.0,6.0,0.0,6.0,19.0,0.0,19.0,42.0,0.0,42.0,40.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,tech
04FO,25191.0,Medewerker beheer ICT,0.0,0.0,0.0,73.0,5.0,78.0,120.0,3.0,123.0,133.0,3.0,136.0,125.0,5.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,19.0,42.0,1.0,43.0,tech
04FO,25192.0,Medewerker ICT,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,23.0,33.0,2.0,35.0,58.0,3.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,tech
04FO,25201.0,Mediavormgever,0.0,0.0,0.0,32.0,22.0,54.0,58.0,43.0,101.0,86.0,66.0,152.0,97.0,82.0,179.0,,,,,,,,,,,,,,,,tech
04FO,90411.0,Mediavormgever (Animatie/audiovisuele vormgeving),34.0,11.0,45.0,35.0,8.0,43.0,22.0,3.0,25.0,9.0,3.0,12.0,0.0,0.0,0.0,5.0,3.0,8.0,9.0,4.0,13.0,11.0,2.0,13.0,12.0,1.0,13.0,9.0,3.0,12.0,tech
04FO,90412.0,Mediavormgever (Art & Design KC GOC),44.0,41.0,85.0,10.0,18.0,28.0,6.0,11.0,17.0,2.0,6.0,8.0,0.0,1.0,1.0,6.0,14.0,20.0,6.0,12.0,18.0,2.0,6.0,8.0,5.0,5.0,10.0,2.0,5.0,7.0,tech
04FO,90414.0,Mediavormgever (Interactieve vormgeving),33.0,6.0,39.0,30.0,12.0,42.0,18.0,10.0,28.0,8.0,7.0,15.0,0.0,0.0,0.0,15.0,3.0,18.0,12.0,2.0,14.0,11.0,2.0,13.0,8.0,2.0,10.0,8.0,7.0,15.0,tech
04FO,90531.0,Medewerker marketing en communicatie (Assistent communicatiemedewerker),22.0,74.0,96.0,14.0,48.0,62.0,1.0,21.0,22.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,36.0,40.0,7.0,35.0,42.0,13.0,46.0,59.0,1.0,19.0,20.0,0.0,2.0,2.0,growth
04FO,90532.0,Medewerker marketing en communicatie (Marketing medewerker),179.0,137.0,316.0,91.0,84.0,175.0,33.0,31.0,64.0,0.0,1.0,1.0,0.0,0.0,0.0,48.0,26.0,74.0,52.0,27.0,79.0,44.0,15.0,59.0,34.0,30.0,64.0,0.0,1.0,1.0,growth
04FO,95060.0,ICT-medewerker (Medewerker ICT),0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,tech
04FO,95070.0,ICT-medewerker (Medewerker beheer ICT),132.0,7.0,139.0,62.0,4.0,66.0,18.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,2.0,38.0,43.0,2.0,45.0,39.0,2.0,41.0,15.0,2.0,17.0,1.0,0.0,1.0,tech
04FO,95311.0,Applicatie- en mediaontwikkeling (Applicatieontwikkelaar),211.0,7.0,218.0,125.0,2.0,127.0,75.0,2.0,77.0,5.0,0.0,5.0,0.0,0.0,0.0,30.0,0.0,30.0,44.0,2.0,46.0,44.0,1.0,45.0,69.0,1.0,70.0,3.0,0.0,3.0,tech
04FO,95321.0,ICT- en mediabeheer (ICT-beheerder),115.0,0.0,115.0,50.0,2.0,52.0,36.0,0.0,36.0,5.0,0.0,5.0,0.0,0.0,0.0,43.0,0.0,43.0,18.0,0.0,18.0,11.0,0.0,11.0,29.0,0.0,29.0,5.0,0.0,5.0,tech
04FO,95323.0,ICT- en mediabeheer (Netwerkbeheerder),64.0,1.0,65.0,53.0,0.0,53.0,8.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,17.0,1.0,18.0,21.0,0.0,21.0,39.0,0.0,39.0,7.0,0.0,7.0,1.0,0.0,1.0,tech
08PG,22087.0,Applicatie- en mediaontwikkeling,6.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,tech
08PG,22263.0,ICT- en mediabeheer,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,tech
08PG,23089.0,ICT- en mediabeheer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,tech
08PG,25148.0,Medewerker marketing en communicatie,0.0,0.0,0.0,45.0,24.0,69.0,67.0,49.0,116.0,111.0,88.0,199.0,122.0,80.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,24.0,47.0,growth
08PG,25187.0,Applicatie- en mediaontwikkelaar,0.0,0.0,0.0,69.0,2.0,71.0,116.0,4.0,120.0,152.0,9.0,161.0,172.0,11.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,27.0,tech
08PG,25188.0,Gamedeveloper,0.0,0.0,0.0,15.0,4.0,19.0,26.0,5.0,31.0,36.0,4.0,40.0,24.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,9.0,tech
08PG,25189.0,ICT-beheerder,0.0,0.0,0.0,61.0,3.0,64.0,166.0,7.0,173.0,259.0,9.0,268.0,308.0,10.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,40.0,3.0,43.0,tech
08PG,25190.0,Netwerk- en mediabeheerder,0.0,0.0,0.0,17.0,0.0,17.0,12.0,0.0,12.0,15.0,1.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,tech
08PG,25191.0,Medewerker beheer ICT,0.0,0.0,0.0,61.0,4.0,65.0,140.0,7.0,147.0,169.0,7.0,176.0,154.0,6.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,3.0,42.0,48.0,2.0,50.0,tech
08PG,25192.0,Medewerker ICT,0.0,0.0,0.0,24.0,1.0,25.0,40.0,1.0,41.0,49.0,1.0,50.0,40.0,2.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,17.0,1.0,18.0,tech
08PG,25197.0,Allround DTP-er,0.0,0.0,0.0,8.0,10.0,18.0,11.0,19.0,30.0,23.0,22.0,45.0,16.0,20.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,17.0,tech
08PG,25198.0,Medewerker DTP,0.0,0.0,0.0,12.0,3.0,15.0,14.0,5.0,19.0,20.0,9.0,29.0,17.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,5.0,2.0,7.0,tech
08PG,25201.0,Mediavormgever,0.0,0.0,0.0,65.0,45.0,110.0,105.0,100.0,205.0,150.0,145.0,295.0,134.0,153.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,28.0,59.0,tech
08PG,25215.0,Signspecialist,0.0,0.0,0.0,1.0,2.0,3.0,5.0,3.0,8.0,6.0,5.0,11.0,9.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,design
08PG,26010.0,E-commerce Manager,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,8.0,60.0,,,,,,,,,,,,,,,,growth
08PG,90020.0,Applicatieontwikkelaar,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,tech
08PG,90230.0,Medewerker beheer ICT,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tech
08PG,90411.0,Mediavormgever (Animatie/audiovisuele vormgeving),13.0,8.0,21.0,13.0,5.0,18.0,7.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,2.0,8.0,0.0,8.0,8.0,4.0,12.0,0.0,0.0,0.0,tech
08PG,90412.0,Mediavormgever (Art & Design KC GOC),12.0,55.0,67.0,10.0,31.0,41.0,6.0,17.0,23.0,5.0,1.0,6.0,1.0,0.0,1.0,1.0,12.0,13.0,1.0,15.0,16.0,4.0,14.0,18.0,0.0,15.0,15.0,4.0,0.0,4.0,tech
08PG,90413.0,Mediavormgever (Grafische vormgeving),106.0,77.0,183.0,82.0,62.0,144.0,49.0,40.0,89.0,6.0,2.0,8.0,1.0,0.0,1.0,11.0,7.0,18.0,14.0,9.0,23.0,29.0,18.0,47.0,37.0,38.0,75.0,2.0,2.0,4.0,tech
08PG,90414.0,Mediavormgever (Interactieve vormgeving),34.0,6.0,40.0,16.0,3.0,19.0,7.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,11.0,3.0,14.0,9.0,3.0,12.0,10.0,0.0,10.0,0.0,0.0,0.0,tech
08PG,90531.0,Medewerker marketing en communicatie (Assistent communicatiemedewerker),1.0,2.0,3.0,1.0,3.0,4.0,6.0,4.0,10.0,4.0,1.0,5.0,1.0,0.0,1.0,12.0,12.0,24.0,3.0,5.0,8.0,10.0,13.0,23.0,5.0,7.0,12.0,2.0,1.0,3.0,growth
08PG,90532.0,Medewerker marketing en communicatie (Marketing medewerker),131.0,58.0,189.0,93.0,43.0,136.0,54.0,17.0,71.0,15.0,1.0,16.0,1.0,1.0,2.0,33.0,23.0,56.0,32.0,17.0,49.0,30.0,15.0,45.0,35.0,6.0,41.0,10.0,1.0,11.0,growth
08PG,90612.0,Mediatechnologie (Webdeveloper),1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,tech
08PG,93191.0,ICT-beheer (ICT-beheerder),3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tech
08PG,93192.0,ICT-beheer (Netwerkbeheerder),1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,tech
08PG,93220.0,Game artist,49.0,8.0,57.0,22.0,3.0,25.0,10.0,2.0,12.0,4.0,1.0,5.0,1.0,0.0,1.0,11.0,2.0,13.0,18.0,3.0,21.0,8.0,1.0,9.0,6.0,1.0,7.0,3.0,1.0,4.0,tech
08PG,94500.0,Signmaker (Medewerker sign),12.0,3.0,15.0,6.0,2.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,9.0,3.0,1.0,4.0,6.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,design
08PG,94510.0,Signmaker (Allround signmaker),13.0,5.0,18.0,10.0,5.0,15.0,4.0,2.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,4.0,2.0,1.0,3.0,5.0,4.0,9.0,1.0,1.0,2.0,1.0,1.0,2.0,design
08PG,94990.0,Signmaker (Signspecialist),3.0,1.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,design
08PG,95060.0,ICT-medewerker (Medewerker ICT),64.0,3.0,67.0,28.0,0.0,28.0,3.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,19.0,0.0,19.0,18.0,2.0,20.0,20.0,0.0,20.0,1.0,0.0,1.0,1.0,0.0,1.0,tech
08PG,95070.0,ICT-medewerker (Medewerker beheer ICT),185.0,4.0,189.0,111.0,7.0,118.0,33.0,3.0,36.0,10.0,1.0,11.0,5.0,0.0,5.0,79.0,1.0,80.0,85.0,1.0,86.0,71.0,4.0,75.0,21.0,2.0,23.0,3.0,0.0,3.0,tech
08PG,95311.0,Applicatie- en mediaontwikkeling (Applicatieontwikkelaar),135.0,1.0,136.0,91.0,2.0,93.0,48.0,1.0,49.0,12.0,1.0,13.0,4.0,0.0,4.0,36.0,1.0,37.0,35.0,0.0,35.0,38.0,2.0,40.0,30.0,0.0,30.0,9.0,0.0,9.0,tech
08PG,95312.0,Applicatie- en mediaontwikkeling (Gamedeveloper),0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,tech
08PG,95321.0,ICT- en mediabeheer (ICT-beheerder),208.0,4.0,212.0,170.0,2.0,172.0,83.0,0.0,83.0,34.0,0.0,34.0,14.0,0.0,14.0,68.0,1.0,69.0,79.0,1.0,80.0,69.0,1.0,70.0,51.0,0.0,51.0,9.0,0.0,9.0,tech
08PG,95323.0,ICT- en mediabeheer (Netwerkbeheerder),21.0,0.0,21.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,11.0,0.0,11.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,tech
08PG,95700.0,Gamedeveloper,42.0,1.0,43.0,35.0,0.0,35.0,14.0,0.0,14.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,13.0,0.0,13.0,0.0,0.0,0.0,tech
08PG,95701.0,Mediadeveloper,8.0,0.0,8.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,tech
08PG,95705.0,Allround DTP-er,33.0,13.0,46.0,19.0,9.0,28.0,12.0,9.0,21.0,1.0,1.0,2.0,0.0,0.0,0.0,9.0,4.0,13.0,9.0,7.0,16.0,8.0,0.0,8.0,11.0,7.0,18.0,0.0,2.0,2.0,tech
08PG,95706.0,Allround DTP-er,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,tech
08PG,95707.0,Medewerker DTP,14.0,11.0,25.0,6.0,5.0,11.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,12.0,9.0,2.0,11.0,5.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,tech
09MR,22263.0,ICT- en mediabeheer,154.0,3.0,157.0,34.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,tech
