brin_nummer,kwalificatie_code,kwalificatie_naam,2015_man_i,2015_vrouw_i,2015_tot_i,2016_man_i,2016_vrouw_i,2016_tot_i,2017_man_i,2017_vrouw_i,2017_tot_i,2018_man_i,2018_vrouw_i,2018_tot_i,2019_man_i,2019_vrouw_i,2019_tot_i,2015_man_d,2015_vrouw_d,2015_tot_d,2016_man_d,2016_vrouw_d,2016_tot_d,2017_man_d,2017_vrouw_d,2017_tot_d,2018_man_d,2018_vrouw_d,2018_tot_d,2019_man_d,2019_vrouw_d,2019_tot_d,tech_label
09MR,25187.0,Applicatie- en mediaontwikkelaar,0.0,0.0,0.0,55.0,0.0,55.0,112.0,3.0,115.0,140.0,2.0,142.0,143.0,3.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,35.0,tech
09MR,25189.0,ICT-beheerder,0.0,0.0,0.0,40.0,0.0,40.0,75.0,0.0,75.0,87.0,1.0,88.0,80.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,34.0,tech
09MR,25191.0,Medewerker beheer ICT,0.0,0.0,0.0,21.0,0.0,21.0,36.0,0.0,36.0,54.0,1.0,55.0,39.0,2.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,tech
09MR,25192.0,Medewerker ICT,0.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,5.0,3.0,0.0,3.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,tech
09MR,95060.0,ICT-medewerker (Medewerker ICT),22.0,1.0,23.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,11.0,0.0,11.0,6.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,tech
09MR,95070.0,ICT-medewerker (Medewerker beheer ICT),32.0,0.0,32.0,40.0,0.0,40.0,23.0,1.0,24.0,1.0,0.0,1.0,0.0,0.0,0.0,18.0,1.0,19.0,15.0,0.0,15.0,25.0,0.0,25.0,26.0,1.0,27.0,1.0,0.0,1.0,tech
09MR,95311.0,Applicatie- en mediaontwikkeling (Applicatieontwikkelaar),15.0,0.0,15.0,27.0,0.0,27.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,5.0,13.0,0.0,13.0,13.0,0.0,13.0,0.0,0.0,0.0,tech
09MR,95313.0,Applicatie- en mediaontwikkeling (Mediadeveloper),24.0,0.0,24.0,46.0,3.0,49.0,23.0,1.0,24.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,10.0,3.0,0.0,3.0,16.0,1.0,17.0,20.0,1.0,21.0,2.0,0.0,2.0,tech
09MR,95321.0,ICT- en mediabeheer (ICT-beheerder),9.0,0.0,9.0,48.0,0.0,48.0,39.0,0.0,39.0,4.0,0.0,4.0,0.0,0.0,0.0,19.0,0.0,19.0,12.0,0.0,12.0,27.0,0.0,27.0,31.0,0.0,31.0,1.0,0.0,1.0,tech
09MR,95323.0,ICT- en mediabeheer (Netwerkbeheerder),17.0,0.0,17.0,11.0,0.0,11.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,8.0,4.0,0.0,4.0,16.0,0.0,16.0,4.0,0.0,4.0,0.0,0.0,0.0,tech
20MQ,25148.0,Medewerker marketing en communicatie,0.0,0.0,0.0,15.0,12.0,27.0,25.0,25.0,50.0,32.0,31.0,63.0,29.0,26.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,15.0,growth
20MQ,25187.0,Applicatie- en mediaontwikkelaar,0.0,0.0,0.0,68.0,5.0,73.0,166.0,8.0,174.0,214.0,3.0,217.0,224.0,9.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,23.0,tech
20MQ,25189.0,ICT-beheerder,0.0,0.0,0.0,71.0,5.0,76.0,145.0,5.0,150.0,184.0,5.0,189.0,219.0,5.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,22.0,2.0,24.0,tech
20MQ,25190.0,Netwerk- en mediabeheerder,0.0,0.0,0.0,6.0,1.0,7.0,13.0,1.0,14.0,28.0,3.0,31.0,44.0,3.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,8.0,tech
20MQ,25191.0,Medewerker beheer ICT,0.0,0.0,0.0,105.0,5.0,110.0,141.0,8.0,149.0,164.0,7.0,171.0,200.0,7.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,4.0,74.0,55.0,6.0,61.0,tech
20MQ,25192.0,Medewerker ICT,0.0,0.0,0.0,51.0,3.0,54.0,87.0,3.0,90.0,42.0,1.0,43.0,21.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,30.0,48.0,0.0,48.0,9.0,0.0,9.0,tech
20MQ,25197.0,Allround DTP-er,0.0,0.0,0.0,13.0,11.0,24.0,14.0,14.0,28.0,21.0,21.0,42.0,19.0,12.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,9.0,18.0,tech
20MQ,25201.0,Mediavormgever,0.0,0.0,0.0,43.0,38.0,81.0,67.0,87.0,154.0,80.0,111.0,191.0,110.0,137.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,tech
20MQ,25212.0,Ruimtelijk vormgever,0.0,0.0,0.0,3.0,8.0,11.0,6.0,7.0,13.0,4.0,5.0,9.0,3.0,8.0,11.0,,,,,,,,,,,,,,,,design
20MQ,90401.0,Mediavormgever (Animatie/audiovisuele vormgeving),1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,8.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tech
20MQ,90402.0,Mediavormgever (Art & Design Savantis),0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tech
20MQ,90403.0,Mediavormgever (Grafische vormgeving),2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,17.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tech
20MQ,90411.0,Mediavormgever (Animatie/audiovisuele vormgeving),19.0,5.0,24.0,21.0,6.0,27.0,18.0,7.0,25.0,10.0,5.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,8.0,11.0,2.0,13.0,7.0,2.0,9.0,7.0,5.0,12.0,tech
20MQ,90412.0,Mediavormgever (Art & Design KC GOC),2.0,7.0,9.0,1.0,4.0,5.0,2.0,4.0,6.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,1.0,0.0,1.0,0.0,3.0,3.0,2.0,2.0,4.0,tech
20MQ,90413.0,Mediavormgever (Grafische vormgeving),103.0,96.0,199.0,61.0,65.0,126.0,22.0,38.0,60.0,7.0,18.0,25.0,2.0,1.0,3.0,0.0,1.0,1.0,14.0,11.0,25.0,13.0,14.0,27.0,8.0,17.0,25.0,5.0,17.0,22.0,tech
20MQ,90414.0,Mediavormgever (Interactieve vormgeving),6.0,5.0,11.0,7.0,5.0,12.0,7.0,2.0,9.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,5.0,4.0,9.0,3.0,2.0,5.0,4.0,0.0,4.0,tech
20MQ,90531.0,Medewerker marketing en communicatie (Assistent communicatiemedewerker),0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,5.0,7.0,3.0,2.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,growth
20MQ,90532.0,Medewerker marketing en communicatie (Marketing medewerker),32.0,30.0,62.0,20.0,13.0,33.0,9.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,18.0,5.0,13.0,18.0,5.0,2.0,7.0,8.0,8.0,16.0,0.0,0.0,0.0,growth
20MQ,93192.0,ICT-beheer (Netwerkbeheerder),1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tech
20MQ,95060.0,ICT-medewerker (Medewerker ICT),62.0,4.0,66.0,10.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,3.0,41.0,44.0,2.0,46.0,5.0,2.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,tech
20MQ,95070.0,ICT-medewerker (Medewerker beheer ICT),186.0,6.0,192.0,95.0,3.0,98.0,9.0,1.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,43.0,2.0,45.0,48.0,3.0,51.0,74.0,2.0,76.0,6.0,1.0,7.0,0.0,1.0,1.0,tech
20MQ,95311.0,Applicatie- en mediaontwikkeling (Applicatieontwikkelaar),178.0,6.0,184.0,131.0,5.0,136.0,56.0,4.0,60.0,11.0,1.0,12.0,2.0,0.0,2.0,13.0,0.0,13.0,39.0,0.0,39.0,59.0,1.0,60.0,42.0,2.0,44.0,9.0,1.0,10.0,tech
20MQ,95321.0,ICT- en mediabeheer (ICT-beheerder),160.0,5.0,165.0,120.0,4.0,124.0,52.0,1.0,53.0,10.0,1.0,11.0,1.0,0.0,1.0,14.0,0.0,14.0,23.0,0.0,23.0,42.0,1.0,43.0,32.0,0.0,32.0,6.0,0.0,6.0,tech
20MQ,95323.0,ICT- en mediabeheer (Netwerkbeheerder),40.0,0.0,40.0,23.0,0.0,23.0,14.0,1.0,15.0,9.0,0.0,9.0,1.0,0.0,1.0,14.0,0.0,14.0,20.0,1.0,21.0,19.0,0.0,19.0,8.0,0.0,8.0,4.0,0.0,4.0,tech
20MQ,95705.0,Allround DTP-er,4.0,4.0,8.0,2.0,3.0,5.0,7.0,10.0,17.0,1.0,3.0,4.0,0.0,0.0,0.0,7.0,3.0,10.0,6.0,7.0,13.0,4.0,3.0,7.0,8.0,10.0,18.0,2.0,3.0,5.0,tech
23JA,25187.0,Applicatie- en mediaontwikkelaar,180.0,9.0,189.0,248.0,17.0,265.0,302.0,17.0,319.0,310.0,17.0,327.0,318.0,29.0,347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,5.0,63.0,56.0,3.0,59.0,tech
23JA,25188.0,Gamedeveloper,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,12.0,19.0,2.0,21.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,12.0,19.0,2.0,21.0,tech
23JA,25190.0,Netwerk- en mediabeheerder,0.0,0.0,0.0,52.0,4.0,56.0,74.0,5.0,79.0,80.0,7.0,87.0,88.0,4.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,23.0,25.0,0.0,25.0,tech
23JA,25197.0,Allround DTP-er,30.0,28.0,58.0,38.0,44.0,82.0,66.0,57.0,123.0,71.0,67.0,138.0,49.0,42.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,25.0,14.0,18.0,32.0,tech
23JA,25198.0,Medewerker DTP,0.0,0.0,0.0,39.0,40.0,79.0,34.0,26.0,60.0,41.0,40.0,81.0,27.0,20.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,38.0,10.0,9.0,19.0,15.0,16.0,31.0,tech
23JA,25201.0,Mediavormgever,240.0,421.0,661.0,391.0,774.0,1165.0,515.0,1084.0,1599.0,480.0,1052.0,1532.0,483.0,987.0,1470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,309.0,478.0,132.0,304.0,436.0,tech
23JA,25215.0,Signspecialist,21.0,6.0,27.0,19.0,11.0,30.0,24.0,16.0,40.0,31.0,22.0,53.0,30.0,22.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,10.0,7.0,17.0,design
23JA,25592.0,Allround mediamaker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,28.0,53.0,,,,,,,,,,,,,,,,tech
23JA,90411.0,Mediavormgever (Animatie/audiovisuele vormgeving),78.0,64.0,142.0,50.0,45.0,95.0,26.0,26.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,14.0,45.0,18.0,14.0,32.0,24.0,16.0,40.0,26.0,26.0,52.0,0.0,0.0,0.0,tech
23JA,90412.0,Mediavormgever (Art & Design KC GOC),30.0,118.0,148.0,22.0,81.0,103.0,14.0,49.0,63.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,23.0,33.0,8.0,31.0,39.0,9.0,31.0,40.0,14.0,49.0,63.0,0.0,0.0,0.0,tech
23JA,90413.0,Mediavormgever (Grafische vormgeving),275.0,616.0,891.0,163.0,386.0,549.0,67.0,158.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,149.0,227.0,87.0,187.0,274.0,90.0,225.0,315.0,67.0,158.0,225.0,0.0,0.0,0.0,tech
23JA,90414.0,Mediavormgever (Interactieve vormgeving),78.0,73.0,151.0,33.0,33.0,66.0,9.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,40.0,87.0,39.0,35.0,74.0,23.0,24.0,47.0,9.0,9.0,18.0,0.0,0.0,0.0,tech
23JA,90531.0,Medewerker marketing en communicatie (Assistent communicatiemedewerker),21.0,58.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,growth
23JA,91541.0,"Vormgeving ruimtelijke presentatie en communicatie (Stand-, winkel en decorvormgever)",11.0,37.0,48.0,10.0,27.0,37.0,6.0,18.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,17.0,29.0,0.0,10.0,10.0,4.0,9.0,13.0,6.0,18.0,24.0,0.0,0.0,0.0,design
23JA,93220.0,Game artist,58.0,29.0,87.0,32.0,23.0,55.0,16.0,11.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,18.0,22.0,4.0,26.0,16.0,10.0,26.0,16.0,11.0,27.0,0.0,0.0,0.0,tech
23JA,94500.0,Signmaker (Medewerker sign),20.0,13.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,17.0,41.0,20.0,12.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,design
23JA,94510.0,Signmaker (Allround signmaker),12.0,9.0,21.0,5.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,13.0,10.0,9.0,19.0,6.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,design
23JA,94990.0,Signmaker (Signspecialist),23.0,9.0,32.0,10.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,13.0,8.0,3.0,11.0,9.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,design
23JA,95312.0,Applicatie- en mediaontwikkeling (Gamedeveloper),27.0,0.0,27.0,26.0,1.0,27.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1.0,47.0,27.0,0.0,27.0,7.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,tech
23JA,95313.0,Applicatie- en mediaontwikkeling (Mediadeveloper),130.0,4.0,134.0,55.0,1.0,56.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,74.0,34.0,0.0,34.0,69.0,1.0,70.0,1.0,0.0,1.0,0.0,0.0,0.0,tech
23JA,95322.0,ICT- en mediabeheer (Mediaworkflowbeheerder),29.0,0.0,29.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,28.0,14.0,0.0,14.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,tech
23JA,95705.0,Allround DTP-er,33.0,24.0,57.0,19.0,12.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,7.0,32.0,12.0,12.0,24.0,18.0,12.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,tech
23KG,25148.0,Medewerker marketing en communicatie,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,13.0,11.0,20.0,31.0,19.0,32.0,51.0,,,,,,,,,,,,,,,,growth
23KG,25187.0,Applicatie- en mediaontwikkelaar,0.0,0.0,0.0,24.0,1.0,25.0,60.0,2.0,62.0,95.0,3.0,98.0,107.0,6.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,18.0,tech
23KG,25188.0,Gamedeveloper,0.0,0.0,0.0,51.0,4.0,55.0,75.0,2.0,77.0,103.0,6.0,109.0,130.0,6.0,136.0,,,,,,,,,,,,,,,,tech
23KG,25197.0,Allround DTP-er,0.0,0.0,0.0,30.0,24.0,54.0,52.0,37.0,89.0,55.0,41.0,96.0,52.0,46.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,25.0,24.0,16.0,40.0,tech
23KG,25198.0,Medewerker DTP,0.0,0.0,0.0,27.0,19.0,46.0,53.0,34.0,87.0,46.0,37.0,83.0,43.0,39.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,15.0,37.0,21.0,13.0,34.0,tech
23KG,25201.0,Mediavormgever,0.0,0.0,0.0,216.0,254.0,470.0,437.0,459.0,896.0,603.0,611.0,1214.0,752.0,754.0,1506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,18.0,32.0,tech
23KG,90411.0,Mediavormgever (Animatie/audiovisuele vormgeving),163.0,92.0,255.0,113.0,69.0,182.0,83.0,47.0,130.0,37.0,28.0,65.0,3.0,0.0,3.0,29.0,10.0,39.0,34.0,16.0,50.0,30.0,18.0,48.0,48.0,18.0,66.0,33.0,28.0,61.0,tech
23KG,90413.0,Mediavormgever (Grafische vormgeving),304.0,532.0,836.0,192.0,361.0,553.0,113.0,217.0,330.0,54.0,101.0,155.0,5.0,9.0,14.0,67.0,111.0,178.0,83.0,125.0,208.0,66.0,120.0,186.0,53.0,109.0,162.0,48.0,91.0,139.0,tech
23KG,90414.0,Mediavormgever (Interactieve vormgeving),181.0,38.0,219.0,123.0,30.0,153.0,71.0,23.0,94.0,33.0,10.0,43.0,0.0,1.0,1.0,41.0,2.0,43.0,47.0,8.0,55.0,47.0,6.0,53.0,34.0,13.0,47.0,32.0,9.0,41.0,tech
23KG,90532.0,Medewerker marketing en communicatie (Marketing medewerker),8.0,36.0,44.0,6.0,23.0,29.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,24.0,2.0,13.0,15.0,4.0,23.0,27.0,2.0,0.0,2.0,0.0,0.0,0.0,growth
23KG,93220.0,Game artist,103.0,43.0,146.0,67.0,31.0,98.0,43.0,17.0,60.0,18.0,11.0,29.0,2.0,1.0,3.0,26.0,6.0,32.0,25.0,4.0,29.0,21.0,10.0,31.0,22.0,6.0,28.0,16.0,10.0,26.0,tech
23KG,95312.0,Applicatie- en mediaontwikkeling (Gamedeveloper),79.0,4.0,83.0,50.0,1.0,51.0,27.0,1.0,28.0,14.0,0.0,14.0,0.0,0.0,0.0,14.0,0.0,14.0,14.0,1.0,15.0,19.0,0.0,19.0,12.0,1.0,13.0,14.0,0.0,14.0,tech
23KG,95313.0,Applicatie- en mediaontwikkeling (Mediadeveloper),76.0,0.0,76.0,51.0,1.0,52.0,30.0,1.0,31.0,1.0,0.0,1.0,0.0,0.0,0.0,24.0,1.0,25.0,14.0,0.0,14.0,17.0,0.0,17.0,30.0,1.0,31.0,0.0,0.0,0.0,tech
23KG,95705.0,Allround DTP-er,84.0,57.0,141.0,28.0,21.0,49.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,16.0,41.0,44.0,30.0,74.0,25.0,19.0,44.0,3.0,1.0,4.0,0.0,0.0,0.0,tech
23KG,95707.0,Medewerker DTP,55.0,27.0,82.0,29.0,16.0,45.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,13.0,33.0,22.0,7.0,29.0,25.0,14.0,39.0,0.0,1.0,1.0,0.0,0.0,0.0,tech
24ZZ,22166.0,Medewerker marketing en communicatie,64.0,32.0,96.0,37.0,19.0,56.0,18.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,growth
24ZZ,25148.0,Medewerker marketing en communicatie,0.0,0.0,0.0,16.0,12.0,28.0,36.0,20.0,56.0,56.0,29.0,85.0,56.0,30.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,10.0,27.0,growth
24ZZ,25187.0,Applicatie- en mediaontwikkelaar,0.0,0.0,0.0,62.0,2.0,64.0,114.0,6.0,120.0,137.0,9.0,146.0,133.0,9.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2.0,36.0,tech
24ZZ,25189.0,ICT-beheerder,0.0,0.0,0.0,42.0,0.0,42.0,75.0,1.0,76.0,125.0,0.0,125.0,110.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,37.0,tech
24ZZ,25191.0,Medewerker beheer ICT,0.0,0.0,0.0,24.0,0.0,24.0,54.0,0.0,54.0,93.0,0.0,93.0,101.0,2.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,tech
24ZZ,25192.0,Medewerker ICT,0.0,0.0,0.0,27.0,0.0,27.0,54.0,1.0,55.0,59.0,1.0,60.0,63.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,23.0,23.0,1.0,24.0,tech
24ZZ,25201.0,Mediavormgever,0.0,0.0,0.0,31.0,19.0,50.0,48.0,33.0,81.0,69.0,54.0,123.0,54.0,54.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,28.0,tech
24ZZ,90414.0,Mediavormgever (Interactieve vormgeving),38.0,18.0,56.0,34.0,14.0,48.0,17.0,9.0,26.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,14.0,5.0,19.0,16.0,9.0,25.0,0.0,0.0,0.0,tech
24ZZ,90532.0,Medewerker marketing en communicatie (Marketing medewerker),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,20.0,12.0,32.0,13.0,2.0,15.0,17.0,13.0,30.0,16.0,5.0,21.0,0.0,0.0,0.0,growth
24ZZ,95060.0,ICT-medewerker (Medewerker ICT),33.0,2.0,35.0,9.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,12.0,0.0,12.0,12.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,tech
24ZZ,95070.0,ICT-medewerker (Medewerker beheer ICT),93.0,1.0,94.0,82.0,0.0,82.0,49.0,0.0,49.0,1.0,0.0,1.0,0.0,0.0,0.0,25.0,0.0,25.0,22.0,1.0,23.0,32.0,0.0,32.0,48.0,0.0,48.0,3.0,0.0,3.0,tech
24ZZ,95311.0,Applicatie- en mediaontwikkeling (Applicatieontwikkelaar),131.0,3.0,134.0,88.0,1.0,89.0,38.0,0.0,38.0,5.0,0.0,5.0,0.0,0.0,0.0,16.0,0.0,16.0,18.0,0.0,18.0,44.0,0.0,44.0,33.0,0.0,33.0,3.0,0.0,3.0,tech
24ZZ,95313.0,Applicatie- en mediaontwikkeling (Mediadeveloper),97.0,10.0,107.0,69.0,11.0,80.0,18.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3.0,23.0,24.0,0.0,24.0,49.0,7.0,56.0,17.0,2.0,19.0,0.0,0.0,0.0,tech
24ZZ,95321.0,ICT- en mediabeheer (ICT-beheerder),158.0,2.0,160.0,105.0,0.0,105.0,44.0,0.0,44.0,3.0,0.0,3.0,0.0,0.0,0.0,38.0,0.0,38.0,37.0,0.0,37.0,61.0,0.0,61.0,39.0,0.0,39.0,3.0,0.0,3.0,tech
25LF,22086.0,Mediavormgever,26.0,26.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,tech
25LF,22087.0,Applicatie- en mediaontwikkeling,47.0,1.0,48.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,tech
25LF,22093.0,Vormgeving ruimtelijke presentatie en communicatie,4.0,45.0,49.0,1.0,15.0,16.0,1.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,design
25LF,22263.0,ICT- en mediabeheer,86.0,1.0,87.0,27.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,tech
25LF,25148.0,Medewerker marketing en communicatie,0.0,0.0,0.0,52.0,38.0,90.0,100.0,67.0,167.0,142.0,109.0,251.0,134.0,134.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,15.0,38.0,growth
25LF,25187.0,Applicatie- en mediaontwikkelaar,0.0,0.0,0.0,46.0,2.0,48.0,84.0,5.0,89.0,122.0,6.0,128.0,126.0,6.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,21.0,tech
25LF,25189.0,ICT-beheerder,0.0,0.0,0.0,44.0,3.0,47.0,81.0,3.0,84.0,114.0,6.0,120.0,135.0,7.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,19.0,tech
25LF,25190.0,Netwerk- en mediabeheerder,0.0,0.0,0.0,3.0,0.0,3.0,21.0,0.0,21.0,33.0,0.0,33.0,37.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,tech
